,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus,busmap,state
23359,St. Cloud Hydro 2,hydro,Reservoir,PP,US,4.3,,,,,,1988,,, ,45.547592,-94.148577,,GEN#2,,Minnesota,MN
23360,Sullivan B Community Solar LLC 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,40.469681,-90.641075,,SULL,,Illinois,IL
23361,Anderson 3 1,solar,solar,PP,US,8.7,,,,,,2021,,, ,40.081698,-85.642033,,SAND3,,Indiana,IN
23362,Anderson 5 1,solar,solar,PP,US,3.0,,,,,,2021,,, ,40.085942,-85.632184,,SAND5,,Indiana,IN
23363,Peru 2 1,solar,solar,PP,US,9.5,,,,,,2021,,, ,40.758183,-86.105014,,PERU2,,Indiana,IN
23364,Richmond 5 1,solar,solar,PP,US,9.0,,,,,,2021,,, ,39.805613,-84.874547,,RICH5,,Indiana,IN
23365,Anderson 4 1,solar,solar,PP,US,7.8,,,,,,2021,,, ,40.082667,-85.636079,,SAND4,,Indiana,IN
23366,Anderson 6 1,solar,solar,PP,US,6.8,,,,,,2022,,, ,40.085081,-85.746714,,SAND6,,Indiana,IN
23367,Peru 3 1,solar,solar,PP,US,2.9,,,,,,2022,,, ,40.755338,-86.105722,,PERU3,,Indiana,IN
23368,Pickford Solar 1,solar,solar,PP,US,6.9,,,,,,2021,,, ,46.189254,-84.345452,,PICK1,,Michigan,MI
23369,Kent School Road Solar 1 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,42.312841,-89.903444,,KENT,,Illinois,IL
23370,Schulte 2 Community Solar 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,41.032235,-89.405223,,SCHU,,Illinois,IL
23371,Forrest City- Prison Site 1,solar,solar,PP,US,1.0,,,,,,2021,,, ,34.97953,-90.80602,,361,,Arkansas,AR
23372,Forrest City- Eldridge Road 1,solar,solar,PP,US,1.0,,,,,,2021,,, ,35.03789,-90.80707,,453,,Arkansas,AR
23373,Hot Springs 2020 1,solar,solar,PP,US,1.0,,,,,,2021,,, ,34.421,-93.19485,,364,,Arkansas,AR
23374,Las Virgenes 1,solar,solar,PP,US,3.0,,,,,,2020,,, ,34.1265,-118.70404,,298,,California,CA
23375,Rock Creek 2 CSG 1,solar,solar,PP,US,1.6,,,,,,2020,,, ,37.39955,-105.90341,,263,,Colorado,CO
23376,Alamosa Solar South CSG 1,solar,solar,PP,US,1.6,,,,,,2021,,, ,37.4512,-105.85916,,264,,Colorado,CO
23377,Valencia 2 1,solar,solar,PP,US,3.0,,,,,,2020,,, ,33.0218,-115.52641,,265,,California,CA
23378,Lawrence Brook 1,solar,solar,PP,US,2.2,,,,,,2020,,, ,44.51701,-72.62542,,280,,Vermont,VT
23379,Kankakee Solar 4 LLC 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,41.119258,-87.826519,,KANK,,Illinois,IL
23380,"ESCA-LL-COLTON, LLC 1",solar,solar,PP,US,2.6,,,,,,2021,,,2045,34.03925,-117.36056,,COLT1,,California,CA
23381,"1051 Lucky Solar, LLC 1",solar,solar,PP,US,3.0,,,,,,2021,,, ,36.148986,-80.819654,,18,,North Carolina,NC
23382,"Sweet Tea Solar, LLC 1",solar,solar,PP,US,4.5,,,,,,2021,,, ,35.160889,-77.133295,,18,,North Carolina,NC
23383,Bulloch Neville Farms 1,solar,solar,PP,US,2.7,,,,,,2020,,, ,32.384398,-81.67292,,BNF,,Georgia,GA
23384,Franklin Milliken 1,solar,solar,PP,US,3.0,,,,,,2020,,, ,34.442071,-83.099118,,FM,,Georgia,GA
23385,Greene Durham 1,solar,solar,PP,US,3.0,,,,,,2020,,, ,33.631459,-83.093491,,GD,,Georgia,GA
23386,Lowndes IDA 1,solar,solar,PP,US,1.5,,,,,,2020,,, ,30.835452,-83.227515,,LIDA,,Georgia,GA
23387,Lowndes Tycor Farms 1,solar,solar,PP,US,2.3,,,,,,2020,,, ,30.688193,-83.167146,,LTF,,Georgia,GA
23388,Meriwether Jackson 1,solar,solar,PP,US,3.0,,,,,,2020,,, ,32.877496,-84.644367,,MJ,,Georgia,GA
23389,Murray Treadwell Farms 1,solar,solar,PP,US,3.0,,,,,,2020,,, ,34.769747,-84.813284,,MTF,,Georgia,GA
23390,Putnam Erickson 1,solar,solar,PP,US,2.7,,,,,,2020,,, ,33.317653,-83.39233,,PE,,Georgia,GA
23391,Terrell Riles Stovall 1,solar,solar,PP,US,1.7,,,,,,2020,,, ,31.785503,-84.448411,,TRS,,Georgia,GA
23392,Troup RC50 II 1,solar,solar,PP,US,1.5,,,,,,2020,,, ,32.898784,-84.896165,,TRC50,,Georgia,GA
23393,Ware Avra I 1,solar,solar,PP,US,3.0,,,,,,2020,,, ,31.196314,-82.322357,,WA1,,Georgia,GA
23394,Ware Avra II 1,solar,solar,PP,US,1.9,,,,,,2020,,, ,31.196314,-82.322357,,WA2,,Georgia,GA
23395,Renewable Energy Center at BJH 1,solar,solar,PP,US,1.6,,,,,,2019,,, ,38.636459,-90.258198,,RECBJ,,Missouri,MO
23396,"SE Athos II, LLC 1",solar,solar,PP,US,200.0,,,,,,2021,,, ,33.751283,-115.35499,,IPAT2,,California,CA
23397,Lincoln Medical and Mental Health Center 1,oil,oil,PP,US,2.0,,,,,,2007,,, ,40.816971,-73.92411,,A1,,New York,NY
23398,Lincoln Medical and Mental Health Center 2,oil,oil,PP,US,1.0,,,,,,1970,,, ,40.816971,-73.92411,,A2,,New York,NY
23399,Lincoln Medical and Mental Health Center 3,oil,oil,PP,US,1.0,,,,,,1970,,, ,40.816971,-73.92411,,A3,,New York,NY
23400,Lincoln Medical and Mental Health Center 4,other,battery,Store,US,1.0,,,,,,1970,,, ,40.816971,-73.92411,,B1,,New York,NY
23401,Lincoln Medical and Mental Health Center 5,other,battery,Store,US,1.0,,,,,,1970,,, ,40.816971,-73.92411,,B2,,New York,NY
23402,Lincoln Medical and Mental Health Center 6,other,battery,Store,US,1.0,,,,,,1998,,, ,40.816971,-73.92411,,B3,,New York,NY
23403,Alvin 1,other,battery,Store,US,9.9,,,,,,2020,,, ,29.433245,-95.249367,,ALVIN,,Texas,TX
23404,Odessa 1,other,battery,Store,US,9.9,,,,,,2020,,, ,31.871315,-102.398409,,ODSA,,Texas,TX
23405,Angleton 1,other,battery,Store,US,9.9,,,,,,2020,,, ,29.167065,-95.440647,,ANGLE,,Texas,TX
23406,Brazoria 1,other,battery,Store,US,9.9,,,,,,2020,,, ,29.062635,-95.577587,,BRAZ,,Texas,TX
23407,Heights 1,other,battery,Store,US,9.9,,,,,,2020,,, ,29.389595,-94.949867,,H8S,,Texas,TX
23408,Magnolia TX 1,other,battery,Store,US,9.9,,,,,,2020,,, ,29.488335,-95.133947,,MANGO,,Texas,TX
23409,Roger Williams - Melville at Portsmouth 1,solar,solar,PP,US,3.0,,,,,,2021,,, ,41.579508,-71.273083,,MEL,,Rhode Island,RI
23410,Fort Drum Energy Center 1,solar,solar,PP,US,74.5,,,,,,2021,,, ,27.607892,-80.75812,,FORTD,,Florida,FL
23411,Willow Solar Energy Center 1,solar,solar,PP,US,74.5,,,,,,2021,,, ,27.448142,-82.080693,,WILLO,,Florida,FL
23412,Lafayette 2 - McHenry Franks 1 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,42.251568,-88.596711,,GEN1,,Illinois,IL
23413,Lafayette 2 - McHenry Franks 2 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,42.214828,-88.491906,,GEN1,,Illinois,IL
23414,Lafayette 2 - Kankakee Yonke 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,41.097265,-87.869294,,GEN1,,Illinois,IL
23415,TCI France 1,solar,solar,PP,US,1.5,,,,,,2019,,, ,29.984166,-90.028888,,TCL1,,Louisiana,LA
23416,TCI Alvar 1,solar,solar,PP,US,1.9,,,,,,2019,,, ,29.992222,-90.028611,,TCI2,,Louisiana,LA
23417,New Orleans Solar Station 1,solar,solar,PP,US,20.0,,,,,,2019,,, ,30.015,-89.92,,NOSS,,Louisiana,LA
23418,"Dissigno Healdsburg FPV, LLC 1",solar,solar,PP,US,3.0,,,,,,2020,,, ,38.584405,-122.866189,,HLDBG,,California,CA
23419,Soldier Creek Wind 1,onwind,onwind,PP,US,300.0,,,,,,2020,,, ,39.6572,-96.0294,,SCWKS,,Kansas,KS
23420,Corning Riverview (CSG) 1,solar,solar,PP,US,5.0,,,,,,2020,,, ,43.001066,-78.91407,,CORN,,New York,NY
23421,"Sun Farm VIII, LLC 1",solar,solar,PP,US,4.0,,,,,,2020,,, ,36.06,-77.75,,SFS08,,North Carolina,NC
23422,Bat Cave 1,other,battery,Store,US,100.0,,,,,,2021,,, ,30.737745,-99.231778,,BC,,Texas,TX
23423,Dickinson 1,other,battery,Store,US,9.9,,,,,,2021,,, ,29.461255,-95.056987,,DIKN,,Texas,TX
23424,Loop 463 1,other,battery,Store,US,9.9,,,,,,2021,,, ,28.816475,-97.074867,,LOOP,,Texas,TX
23425,Lopeno 1,other,battery,Store,US,9.9,,,,,,2022,,, ,26.687614,-99.109418,,LOPE,,Texas,TX
23426,North Fork TX 1,other,battery,Store,US,100.0,,,,,,2021,,, ,30.748955,-97.875708,,NF,,Texas,TX
23427,Pueblo BA 1,other,battery,Store,US,9.9,,,,,,2022,,, ,28.678935,-100.463708,,PBL1,,Texas,TX
23428,Pueblo BA 2,other,battery,Store,US,9.9,,,,,,2022,,, ,28.678935,-100.463708,,PBL2,,Texas,TX
23429,Ranchtown 1,other,battery,Store,US,9.9,,,,,,2021,,, ,29.617885,-98.735948,,RANCH,,Texas,TX
23430,Sweeny 1,other,battery,Store,US,9.9,,,,,,2021,,, ,29.055615,-95.687237,,SWNY,,Texas,TX
23431,Zapata 1,other,battery,Store,US,9.9,,,,,,2022,,, ,26.932675,-99.233708,,ZPT1,,Texas,TX
23432,Zapata 2,other,battery,Store,US,9.9,,,,,,2022,,, ,26.932675,-99.233708,,ZPT2,,Texas,TX
23433,Coachella Hills Wind 1,onwind,onwind,PP,US,61.2,,,,,,2021,,, ,33.9077,-116.5797,,CHW,,California,CA
23434,Prospero Solar II 1,solar,solar,PP,US,250.0,,,,,,2021,,, ,32.275814,-102.844806,,PROSP,,Texas,TX
23435,Summit Winds 1,onwind,onwind,PP,US,47.5,,,,,,2021,,, ,37.761151,-121.69067,,DYER,,California,CA
23436,Summit Winds 2,onwind,onwind,PP,US,10.0,,,,,,2021,,, ,37.761151,-121.69067,,FRICK,,California,CA
23437,EDF Ph1 Toms River 1,solar,solar,PP,US,21.3,,,,,,2021,,, ,39.984,-74.238,,GEN1,,New Jersey,NJ
23438,"AES Griggs Solar, LLC 1",solar,solar,PP,US,2.0,,,,,,2020,,, ,41.19128,-87.666461,,GRIG,,Illinois,IL
23439,"IGS East Central, LLC 1",solar,solar,PP,US,2.0,,,,,,2020,,, ,41.471715,-88.043725,,EAST,,Illinois,IL
23440,SV CSG Lily Lake 2 LLC 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,41.954902,-88.478372,,LILY,,Illinois,IL
23441,Cedarville Road 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,42.37195,-89.80797,,LENA,,Illinois,IL
23442,Two Dot Wind Broadview East LLC 1,onwind,onwind,PP,US,1.8,,,,,,2018,,, ,46.10265,-108.806609,,CHL2,,Montana,MT
23443,"WED Coventry Seven, LLC 1",solar,solar,PP,US,3.0,,,,,,2020,,, ,41.697563,-71.722267,,WED7,,Rhode Island,RI
23444,"GD Glocester White Oak I, LLC 1",solar,solar,PP,US,1.8,,,,,,2020,,, ,41.861544,-71.596239,,GDWH,,Rhode Island,RI
23445,Quitman II Solar 1,solar,solar,PP,US,150.0,,,,,,2021,,, ,30.86205,-83.65165,,QUIT2,,Georgia,GA
23446,"Little Blue Wind Project, LLC 1",onwind,onwind,PP,US,250.7,,,,,,2021,,, ,40.284421,-98.407586,,WFW,,Nebraska,NE
23447,Farmington Solar 1,solar,solar,PP,US,77.0,,,,,,2021,,, ,44.654659,-70.100835,,FNS,,Maine,ME
23448,6685 Santa Barbara Ct 1,solar,solar,PP,US,1.0,,,,,,2020,,, ,39.189589,-76.743011,,SBAR,,Maryland,MD
23449,Orbit Bloom Fuel Cell 1,,,PP,US,6.0,,,,,,2020,,, ,40.819031,-72.965736,,OBFC,,New York,NY
23450,Amazon JFK8 Solar Project 1,solar,solar,PP,US,4.9,,,,,,2021,,, ,40.618892,-74.187521,,JFK8,,New York,NY
23451,Mtn Solar 6 LLC (CSG) 1,solar,solar,PP,US,2.0,,,,,,2022,,, ,40.613557,-103.233735,,SC,,Colorado,CO
23452,NSE Camber Solar PS11 LLC (CSG) 1,solar,solar,PP,US,2.0,,,,,,2022,,, ,40.613557,-103.233735,,SC,,Colorado,CO
23453,"NSE Camber BH CSG 2, LLC 1",solar,solar,PP,US,2.0,,,,,,2021,,, ,38.209158,-103.747306,,SC,,Colorado,CO
23454,NSE Camber Solar PS13 LLC (CSG) 1,solar,solar,PP,US,2.0,,,,,,2022,,, ,40.619084,-103.158886,,SC,,Colorado,CO
23455,NSE Camber Solar PS6 LLC CSG 1,solar,solar,PP,US,2.0,,,,,,2022,,, ,40.260736,-104.824172,,SC,,Colorado,CO
23456,NSE Camber Solar PS5 LLC (CSG) 1,solar,solar,PP,US,2.0,,,,,,2022,,, ,40.250222,-104.839513,,SC,,Colorado,CO
23457,Pivot Solar 12 LLC(CSG) 1,solar,solar,PP,US,1.0,,,,,,2022,,, ,40.613557,-103.233735,,SC,,Colorado,CO
23458,"American Goldfinch SCS ACY2 NJ, LLC 1",solar,solar,PP,US,3.9,,,,,,2020,,, ,40.08556,-74.84089,,30001,,New Jersey,NJ
23459,"SCS American Bottoms 009885 Sauget, LLC 1",solar,solar,PP,US,1.8,,,,,,2020,,, ,38.591745,-90.183286,,30004,,Illinois,IL
23460,"ESA Boston Solar, LLC 1",solar,solar,PP,US,5.0,,,,,,2020,,, ,36.486008,-78.921771,,30008,,North Carolina,NC
23461,"SCS Beltway 011754 Rock Falls, LLC 1",solar,solar,PP,US,1.0,,,,,,2020,,, ,41.767012,-89.670331,,30005,,Illinois,IL
23462,"Western Meadowlark Solar SCS NE 1, LLC 1",solar,solar,PP,US,4.4,,,,,,2020,,, ,41.889,-103.649,,30003,,Nebraska,NE
23463,"Trojan Solar, LLC 1",solar,solar,PP,US,5.0,,,,,,2020,,, ,34.312472,-78.20425,,30007,,North Carolina,NC
23464,"Zuma Solar, LLC 1",solar,solar,PP,US,3.0,,,,,,2020,,, ,36.510939,-79.437885,,30006,,North Carolina,NC
23465,Plainfield Solar 1 1,solar,solar,PP,US,1.0,,,,,,2020,,, ,41.68,-71.901,,PLFD1,,Connecticut,CT
23466,Cortlandville I Solar CSG 1,solar,solar,PP,US,5.0,,,,,,2021,,, ,42.606794,-76.154486,,CORT1,,New York,NY
23467,Sangerfield Solar CSG 1,solar,solar,PP,US,5.0,,,,,,2021,,, ,42.924419,-75.42005,,SNGFD,,New York,NY
23468,Clay Solar CSG 1,solar,solar,PP,US,5.0,,,,,,2021,,, ,43.194525,-76.21195,,CLAY1,,New York,NY
23469,Norwich Solar and Energy Storage CSG 1,other,battery,Store,US,5.0,,,,,,2021,,, ,42.552861,-75.529572,,NRWCB,,New York,NY
23470,Norwich Solar and Energy Storage CSG 2,solar,solar,PP,US,5.0,,,,,,2021,,, ,42.552861,-75.529572,,NRWCH,,New York,NY
23471,Decorah Battery 1,other,battery,Store,US,2.5,,,,,,2021,,, ,43.324,-91.793,,BESS1,,Iowa,IA
23472,Tranquillity ID 1,solar,solar,PP,US,1.3,,,,,,2018,,, ,36.648026,-120.24594,,TRANQ,,California,CA
23473,Milligan 1 Wind Farm 1,onwind,onwind,PP,US,99.0,,,,,,2020,,, ,40.478624,-97.220567,,SG275,,Nebraska,NE
23474,Milligan 1 Wind Farm 2,onwind,onwind,PP,US,135.0,,,,,,2021,,, ,40.478624,-97.220567,,SG4.5,,Nebraska,NE
23475,Milligan 1 Wind Farm 3,onwind,onwind,PP,US,66.0,,,,,,2020,,, ,40.478624,-97.220567,,V110,,Nebraska,NE
23476,Signature Breads Chelsea 1,oil,oil,PP,US,1.5,,,,,,2019,,, ,42.393622,-71.046617,,EG1,,Massachusetts,MA
23477,Ridgecrest 1,solar,solar,PP,US,1.7,,,,,,2021,,, ,38.84683,-76.97592,,467,,District of Columbia,DC
23478,Cascades 1,solar,solar,PP,US,2.0,,,,,,2021,,, ,40.55879,-74.45646,,464,,New Jersey,NJ
23479,"Glacier Sands Wind Power, LLC 1",onwind,onwind,PP,US,185.0,,,,,,2021,,, ,40.261377,-89.700876,,GS001,,Illinois,IL
23480,IXYS - Beverly 1,oil,oil,PP,US,0.6,,,,,,1997,,, ,42.579489,-70.910778,,EG1,,Massachusetts,MA
23481,IXYS - Beverly 2,OCGT,OCGT,PP,US,0.7,,,,,,2019,,, ,42.579489,-70.910778,,NG1,,Massachusetts,MA
23482,IXYS - Beverly 3,OCGT,OCGT,PP,US,0.7,,,,,,2019,,, ,42.579489,-70.910778,,NG2,,Massachusetts,MA
23483,IXYS - Beverly 4,OCGT,OCGT,PP,US,0.7,,,,,,2019,,, ,42.579489,-70.910778,,NG3,,Massachusetts,MA
23484,Braes Bayou Plant 1,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-1,,Texas,TX
23485,Braes Bayou Plant 2,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-2,,Texas,TX
23486,Braes Bayou Plant 3,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-3,,Texas,TX
23487,Braes Bayou Plant 4,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-4,,Texas,TX
23488,Braes Bayou Plant 5,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-5,,Texas,TX
23489,Braes Bayou Plant 6,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-6,,Texas,TX
23490,Braes Bayou Plant 7,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-7,,Texas,TX
23491,Braes Bayou Plant 8,OCGT,OCGT,PP,US,60.5,,,,,,2022,,, ,29.480277,-95.620277,,CTG-8,,Texas,TX
23492,Amazon TUS2 1,solar,solar,PP,US,2.6,,,,,,2022,,, ,32.129416,-110.838888,,ATUS2,,Arizona,AZ
23493,Gliden (Op Zone) 1,solar,solar,PP,US,5.0,,,,,,2020,,, ,36.30161,-76.60357,,304,,North Carolina,NC
23494,Gilcrest V CSG 1,solar,solar,PP,US,4.8,,,,,,2021,,, ,40.317966,-104.770747,,GLCRV,,Colorado,CO
23495,Quinebaug Solar 1,solar,solar,PP,US,49.4,,,,,,2021,,, ,41.749867,-71.932481,,QBS,,Connecticut,CT
23496,TruStile Doors - Denver 1,solar,solar,PP,US,1.2,,,,,,2021,,, ,39.825708,-104.97312,,TRUCO,,Colorado,CO
23497,Niagara Bottling - Seguin 1,solar,solar,PP,US,4.9,,,,,,2021,,, ,29.589139,-97.977198,,NIAGS,,Texas,TX
23498,Firestone Walker Brewery - Phase 1 1,solar,solar,PP,US,1.6,,,,,,2020,,, ,35.595877,-120.694306,,FWBP1,,California,CA
23499,Branch Solar Farm 1,solar,solar,PP,US,5.0,,,,,,2021,,, ,35.306183,-93.925758,,CVS1,,Arkansas,AR
23500,ZPD-PT Solar Project 2017-006 LLC Hybrid 1,other,battery,Store,US,2.5,,,,,,2021,,, ,42.23,-72.21,,DRAES,,Massachusetts,MA
23501,ZPD-PT Solar Project 2017-006 LLC Hybrid 2,solar,solar,PP,US,4.0,,,,,,2021,,, ,42.23,-72.21,,DRAPV,,Massachusetts,MA
23502,EMWD - Perris Valley RWRF 1,solar,solar,PP,US,3.4,,,,,,2021,,, ,33.75998,-117.18766,,EMSJN,,California,CA
23503,EMWD - San Jacinto RWRF NEM 1,solar,solar,PP,US,1.3,,,,,,2021,,, ,33.798547,-117.016588,,EMSJN,,California,CA
23504,EMWD - Sun City RWRF 1,solar,solar,PP,US,1.6,,,,,,2021,,, ,33.696146,-117.218621,,EMSUN,,California,CA
23505,EMWD - San Jacinto RES BCT 1,solar,solar,PP,US,4.2,,,,,,2022,,, ,33.802869,-117.023567,,EMRES,,California,CA
23506,BYU - Hawaii 1,other,battery,Store,US,1.9,,,,,,2021,,, ,21.640774,-157.925056,,BYESS,,Hawaii,HI
23507,BYU - Hawaii 2,solar,solar,PP,US,3.1,,,,,,2021,,, ,21.640774,-157.925056,,BYUHI,,Hawaii,HI
23508,CSU San Jose State University 1,solar,solar,PP,US,1.7,,,,,,2021,,, ,37.334,-121.884,,CSUSJ,,California,CA
23509,El Dorado County 1,solar,solar,PP,US,1.5,,,,,,2021,,, ,38.698145,-120.828256,,ELDCO,,California,CA
23510,California State Univ at Channel Islands 1,solar,solar,PP,US,3.7,,,,,,2021,,, ,34.162058,-119.043375,,CSUCI,,California,CA
23511,Mesa Carport PV 1,solar,solar,PP,US,3.6,,,,,,2020,,, ,33.347,-111.602,,CPTPV,,Arizona,AZ
23512,Mesa Carport PV 2,solar,solar,PP,US,1.0,,,,,,2020,,, ,33.347,-111.602,,GFTPV,,Arizona,AZ
23513,EMWD - Moreno Valley RWRF 1,solar,solar,PP,US,2.4,,,,,,2021,,, ,33.868252,-117.214055,,EMMOR,,California,CA
23514,Flat Ridge 3 1,onwind,onwind,PP,US,128.0,,,,,,2021,,, ,37.446969,-98.400225,,FRW3,,Kansas,KS
23515,Georges River Energy 1,waste,biomass,PP,US,10.0,,,,,,2018,,, ,44.3331,-69.2019,,WEG,,Maine,ME
23516,Anderson (SC) 1,solar,solar,PP,US,2.0,,,,,,2021,,, ,34.493707,-82.676137,,ANDER,,South Carolina,SC
23517,Briarwood 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,34.08475,-82.10133,,BRIAR,,South Carolina,SC
23518,Delanco 1,solar,solar,PP,US,2.4,,,,,,2021,,, ,40.04936,-74.9353,,DELAN,,New Jersey,NJ
23519,Gold Mine 1,solar,solar,PP,US,1.5,,,,,,2020,,, ,34.0726,-82.2263,,GMINE,,South Carolina,SC
23520,Schull CSG 1,solar,solar,PP,US,1.0,,,,,,2021,,, ,43.91635,-93.930384,,SCHUL,,Minnesota,MN
23521,Pontiac 1,solar,solar,PP,US,2.0,,,,,,2021,,, ,40.91806,-88.625,,PONTC,,Illinois,IL
23522,Rockford CSG 1,solar,solar,PP,US,2.0,,,,,,2021,,, ,42.16572,-89.03686,,ROCKF,,Illinois,IL
23523,Sandoval 1,solar,solar,PP,US,2.0,,,,,,2021,,, ,38.589905,-89.149348,,SANDL,,Illinois,IL
23524,Wilbraham 1,solar,solar,PP,US,4.0,,,,,,2020,,, ,42.10391,-72.38129,,WILBR,,Massachusetts,MA
23525,Big Bear 1,solar,solar,PP,US,5.5,,,,,,2020,,, ,34.015287,-118.192851,,BB000,,California,CA
23526,Elm Street 1,solar,solar,PP,US,2.8,,,,,,2020,,, ,41.791718,-71.141817,,ELM,,Massachusetts,MA
23527,Scribner Diesel Generation Facility 1,oil,oil,PP,US,2.0,,,,,,2020,,, ,41.668419,-96.669132,,1,,Nebraska,NE
23528,Scribner Diesel Generation Facility 2,oil,oil,PP,US,2.0,,,,,,2020,,, ,41.668419,-96.669132,,2,,Nebraska,NE
23529,Sunvestment Energy Group NY 63 LLC 1,solar,solar,PP,US,2.0,,,,,,2020,,, ,43.0447,-76.0419,,DEWIT,,New York,NY
23530,GSPP Onyx New Brunswick LLC 1,solar,solar,PP,US,0.3,,,,,,2019,,, ,40.48071,-74.48185,,NBOE1,,New Jersey,NJ
23531,GSPP Onyx New Brunswick LLC 2,solar,solar,PP,US,0.4,,,,,,2019,,, ,40.48071,-74.48185,,NBOE2,,New Jersey,NJ
23532,GSPP Onyx New Brunswick LLC 3,solar,solar,PP,US,0.3,,,,,,2019,,, ,40.48071,-74.48185,,NBOE3,,New Jersey,NJ
23533,GSPP Onyx New Brunswick LLC 4,solar,solar,PP,US,0.1,,,,,,2019,,, ,40.48071,-74.48185,,NBOE4,,New Jersey,NJ
23534,TX7 Flat Top 1,other,battery,Store,US,9.9,,,,,,2020,,, ,31.19791,-103.36067,,TX7,,Texas,TX
23535,TX8 Worsham 1,other,battery,Store,US,9.9,,,,,,2020,,, ,31.35658,-103.33645,,TX8,,Texas,TX
23536,TX2 Port Lavaca 1,other,battery,Store,US,9.9,,,,,,2020,,, ,28.58673,-96.68376,,TX2,,Texas,TX
23537,Wilmot Energy Center LLC 1,solar,solar,PP,US,130.0,,,,,,2021,,, ,32.043502,-110.892676,,WIL,,Arizona,AZ
23538,Wilmot Energy Center LLC 2,other,battery,Store,US,30.0,,,,,,2021,,, ,32.043502,-110.892676,,WILBA,,Arizona,AZ
23539,Point Beach Solar 1,solar,solar,PP,US,100.0,,,,,,2021,,, ,44.28337,-87.555326,,PBS,,Wisconsin,WI
23540,Breckenridge Solar 1,other,battery,Store,US,2.2,,,,,,2020,,, ,42.17406,-72.315802,,BBA,,Massachusetts,MA
23541,Breckenridge Solar 2,solar,solar,PP,US,5.0,,,,,,2020,,, ,42.17406,-72.315802,,BKS,,Massachusetts,MA
23542,Black Rock Wind 1,onwind,onwind,PP,US,115.0,,,,,,2022,,, ,39.366803,-79.108263,,BRW,,West Virginia,WV
23543,Rounseville Solar 1,solar,solar,PP,US,2.7,,,,,,2020,,, ,41.738381,-70.828527,,ROU,,Massachusetts,MA
23544,Town of Ware - Canadian Tree(CSG) 1,solar,solar,PP,US,1.4,,,,,,2021,,, ,42.263482,-72.295532,,TOW,,Massachusetts,MA
23545,Wilmarth Solar 1,solar,solar,PP,US,5.0,,,,,,2020,,, ,42.025049,-71.353545,,WIL,,Massachusetts,MA
23546,Wilmarth Solar 2,other,battery,Store,US,2.3,,,,,,2020,,, ,42.025049,-71.353545,,WILB,,Massachusetts,MA
23547,Dresser Hill CSG 1,solar,solar,PP,US,3.7,,,,,,2021,,, ,42.081793,-72.006519,,DRH,,Massachusetts,MA
23548,Vallecitos Water District 1,solar,solar,PP,US,1.4,,,,,,2021,,, ,33.212535,-117.177029,,VALLE,,California,CA
23549,"Pine Road Solar, LLC CSG 1",solar,solar,PP,US,2.0,,,,,,2021,,, ,41.674386,-88.664448,,PINE,,Illinois,IL
23550,White Plains Hospital Medical Center 1,oil,oil,PP,US,1.2,,,,,,2017,,, ,41.032,-73.75296,,EGEN3,,New York,NY
23551,White Plains Hospital Medical Center 2,oil,oil,PP,US,0.5,,,,,,2022,,, ,41.032,-73.75296,,ENG1A,,New York,NY
23552,White Plains Hospital Medical Center 3,oil,oil,PP,US,0.5,,,,,,2010,,, ,41.032,-73.75296,,ENGN2,,New York,NY
23553,White Plains Hospital Medical Center 4,oil,oil,PP,US,0.8,,,,,,1996,,, ,41.032,-73.75296,,ENGN4,,New York,NY
23554,White Plains Hospital Medical Center 5,oil,oil,PP,US,0.4,,,,,,2015,,, ,41.032,-73.75296,,ENGN5,,New York,NY
23555,White Plains Hospital Medical Center 6,oil,oil,PP,US,1.0,,,,,,2021,,, ,41.032,-73.75296,,ENGN6,,New York,NY
23556,White Plains Hospital Medical Center 7,oil,oil,PP,US,1.8,,,,,,2022,,, ,41.032,-73.75296,,ENGN7,,New York,NY
23557,Valencia 3 1,solar,solar,PP,US,3.0,,,,,,2021,,, ,32.88567,-115.53765,,266,,California,CA
