Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus
Buford 1,hydro,Reservoir,PP,US,62,,,,,,2003,,, ,34.162279,-84.077367,,1A,
Buford 2,hydro,Reservoir,PP,US,62,,,,,,2004,,, ,34.162279,-84.077367,,2A,
Buford 3,hydro,Reservoir,PP,US,7.2,,,,,,2005,,, ,34.162279,-84.077367,,3A,
Allatoona 1,hydro,Reservoir,PP,US,42.3,,,,,,1950,,, ,34.1637,-84.7282,,1,
Allatoona 2,hydro,Reservoir,PP,US,42.3,,,,,,1950,,, ,34.1637,-84.7282,,2,
Allatoona 3,hydro,Reservoir,PP,US,2,,,,,,1950,,, ,34.1637,-84.7282,,A,
Walter F George 1,hydro,Reservoir,PP,US,42,,,,,,1963,,, ,31.624501,-85.065237,,1,
Walter F George 2,hydro,Reservoir,PP,US,42,,,,,,1963,,, ,31.624501,-85.065237,,2,
Walter F George 3,hydro,Reservoir,PP,US,42,,,,,,1963,,, ,31.624501,-85.065237,,3,
Walter F George 4,hydro,Reservoir,PP,US,42,,,,,,1963,,, ,31.624501,-85.065237,,4,
Kahe 1,oil,oil,PP,US,81.6,,,,,,1963,,, ,21.356395,-158.128853,,K1,
Kahe 2,oil,oil,PP,US,81.6,,,,,,1964,,, ,21.356395,-158.128853,,K2,
Kahe 3,oil,oil,PP,US,85.8,,,,,,1970,,, ,21.356395,-158.128853,,K3,
Kahe 4,oil,oil,PP,US,90.9,,,,,,1972,,, ,21.356395,-158.128853,,K4,
Kahe 5,oil,oil,PP,US,134.9,,,,,,1974,,, ,21.356395,-158.128853,,K5,
Kahe 6,oil,oil,PP,US,134.9,,,,,,1981,,, ,21.356395,-158.128853,,K6,
Waiau 1,oil,oil,PP,US,51.3,,,,,,1973,,, ,21.388997,-157.961518,,W10,
Waiau 2,oil,oil,PP,US,50,,,,,,1947,,, ,21.388997,-157.961518,,W3,
Waiau 3,oil,oil,PP,US,50,,,,,,1950,,, ,21.388997,-157.961518,,W4,
Waiau 4,oil,oil,PP,US,54.4,,,,,,1959,,, ,21.388997,-157.961518,,W5,
Waiau 5,oil,oil,PP,US,54.4,,,,,,1961,,, ,21.388997,-157.961518,,W6,
Waiau 6,oil,oil,PP,US,81.6,,,,,,1966,,, ,21.388997,-157.961518,,W7,
Waiau 7,oil,oil,PP,US,81.6,,,,,,1968,,, ,21.388997,-157.961518,,W8,
Waiau 8,oil,oil,PP,US,51.3,,,,,,1973,,, ,21.388997,-157.961518,,W9,
Waimea 1,oil,oil,PP,US,2.5,,,,,,1970,,, ,20.0252,-155.6955,,12,
Waimea 2,oil,oil,PP,US,2.5,,,,,,1972,,, ,20.0252,-155.6955,,13,
Waimea 3,oil,oil,PP,US,2.5,,,,,,1972,,, ,20.0252,-155.6955,,14,
Kanoelehua 1,oil,oil,PP,US,2,,,,,,1962,,, ,19.7052,-155.0625,,11,
Kanoelehua 2,oil,oil,PP,US,2.5,,,,,,1972,,, ,19.7052,-155.0625,,15,
Kanoelehua 3,oil,oil,PP,US,2.5,,,,,,1972,,, ,19.7052,-155.0625,,16,
Kanoelehua 4,oil,oil,PP,US,2.5,,,,,,1973,,, ,19.7052,-155.0625,,17,
Kanoelehua 5,oil,oil,PP,US,11.5,,,,,,1962,,, ,19.7052,-155.0625,,CT1,
Puueo 1,hydro,Reservoir,PP,US,0.7,,,,,,1918,,, ,19.7264,-155.0908,,1,
Puueo 2,hydro,Reservoir,PP,US,2.4,,,,,,2005,,, ,19.7264,-155.0908,,2A,
W H Hill 1,oil,oil,PP,US,14.1,,,,,,1965,,, ,19.7041,-155.0607,,5,
W H Hill 2,oil,oil,PP,US,23,,,,,,1974,,, ,19.7041,-155.0607,,6,
Waiau Hydro 1,hydro,Reservoir,PP,US,0.7,,,,,,1921,,, ,19.7203,-155.1189,,1,
Waiau Hydro 2,hydro,Reservoir,PP,US,0.3,,,,,,1928,,, ,19.7203,-155.1189,,2,
Sly Creek 1,hydro,Reservoir,PP,US,12.1,,,,,,1983,,, ,39.580413,-121.119479,,1,
Kingsley 1,hydro,Reservoir,PP,US,50,,,,,,1984,,, ,41.2114,-101.6681,,1,
East Barnet 1,hydro,Reservoir,PP,US,2.2,,,,,,1984,,, ,44.326335,-72.035894,,1,
Orca 1,oil,oil,PP,US,2.5,,,,,,1984,,, ,60.555889,-145.752983,,3,
Orca 2,oil,oil,PP,US,2.4,,,,,,1984,,, ,60.555889,-145.752983,,4,
Orca 3,oil,oil,PP,US,1.1,,,,,,2000,,, ,60.555889,-145.752983,,5,
Orca 4,oil,oil,PP,US,1.1,,,,,,2000,,, ,60.555889,-145.752983,,6,
Orca 5,oil,oil,PP,US,3.6,,,,,,2009,,, ,60.555889,-145.752983,,7,
Gem State 1,hydro,Reservoir,PP,US,23.4,,,,,,1988,,, ,43.420221,-112.101852,,1,
Canyon 1,hydro,Reservoir,PP,US,3,,,,,,1989,,, ,29.87056,-98.194733,,1,
Canyon 2,hydro,Reservoir,PP,US,3,,,,,,1989,,, ,29.87056,-98.194733,,2,
Palaau Power Hybrid 1,oil,oil,PP,US,2.5,,,,,,1982,,, ,21.106,-157.0647,,15,
Palaau Power Hybrid 2,oil,oil,PP,US,2.2,,,,,,1996,,, ,21.106,-157.0647,,7,
Palaau Power Hybrid 3,oil,oil,PP,US,2.2,,,,,,1996,,, ,21.106,-157.0647,,8,
Palaau Power Hybrid 4,oil,oil,PP,US,2.2,,,,,,1996,,, ,21.106,-157.0647,,9,
Palaau Power Hybrid 5,other,battery,Store,US,2,,,,,,2017,,, ,21.106,-157.0647,,BAT1,
Palaau Power Hybrid 6,oil,oil,PP,US,1.2,,,,,,1985,,, ,21.106,-157.0647,,CAT1,
Palaau Power Hybrid 7,oil,oil,PP,US,1.2,,,,,,1985,,, ,21.106,-157.0647,,CAT2,
Palaau Power Hybrid 8,oil,oil,PP,US,0.9,,,,,,1985,,, ,21.106,-157.0647,,CUM3,
Palaau Power Hybrid 9,oil,oil,PP,US,0.9,,,,,,1985,,, ,21.106,-157.0647,,CUM4,
Palaau Power Hybrid 10,oil,oil,PP,US,0.9,,,,,,1985,,, ,21.106,-157.0647,,CUM5,
Palaau Power Hybrid 11,oil,oil,PP,US,0.9,,,,,,1991,,, ,21.106,-157.0647,,CUM6,
Lewisville 1,hydro,Reservoir,PP,US,2.8,,,,,,1992,,, ,33.068473,-96.963806,,1,
Charles E Monty 1,hydro,Reservoir,PP,US,14.2,,,,,,1990,,, ,44.099461,-70.220851,,M-1,
Charles E Monty 2,hydro,Reservoir,PP,US,14.2,,,,,,1990,,, ,44.099461,-70.220851,,M2,
Jarvis (Hinckley) 1,hydro,Reservoir,PP,US,4.5,,,,,,1991,,, ,43.3121,-75.109,,1,
Jarvis (Hinckley) 2,hydro,Reservoir,PP,US,4.5,,,,,,1991,,, ,43.3121,-75.109,,2,
American Falls 1,hydro,Reservoir,PP,US,30.8,,,,,,1978,,, ,42.7778,-112.8764,,1,
American Falls 2,hydro,Reservoir,PP,US,30.8,,,,,,1978,,, ,42.7778,-112.8764,,2,
American Falls 3,hydro,Reservoir,PP,US,30.8,,,,,,1978,,, ,42.7778,-112.8764,,3,
Bliss 1,hydro,Reservoir,PP,US,25,,,,,,1949,,, ,42.913786,-115.070986,,1,
Bliss 2,hydro,Reservoir,PP,US,25,,,,,,1950,,, ,42.913786,-115.070986,,2,
Bliss 3,hydro,Reservoir,PP,US,25,,,,,,1950,,, ,42.913786,-115.070986,,3,
Brownlee 1,hydro,Reservoir,PP,US,112.5,,,,,,1959,,, ,44.8367,-116.8975,,1,
Brownlee 2,hydro,Reservoir,PP,US,112.5,,,,,,1958,,, ,44.8367,-116.8975,,2,
Brownlee 3,hydro,Reservoir,PP,US,112.5,,,,,,1958,,, ,44.8367,-116.8975,,3,
Brownlee 4,hydro,Reservoir,PP,US,112.5,,,,,,1958,,, ,44.8367,-116.8975,,4,
Brownlee 5,hydro,Reservoir,PP,US,225,,,,,,1980,,, ,44.8367,-116.8975,,5,
C J Strike 1,hydro,Reservoir,PP,US,27.6,,,,,,1952,,, ,42.944869,-115.977858,,1,
C J Strike 2,hydro,Reservoir,PP,US,27.6,,,,,,1952,,, ,42.944869,-115.977858,,2,
C J Strike 3,hydro,Reservoir,PP,US,27.6,,,,,,1952,,, ,42.944869,-115.977858,,3,
Cascade Dam 1,hydro,Reservoir,PP,US,6.2,,,,,,1984,,, ,44.5256,-116.0483,,1,
Cascade Dam 2,hydro,Reservoir,PP,US,6.2,,,,,,1983,,, ,44.5256,-116.0483,,2,
Clear Lake 1,hydro,Reservoir,PP,US,2.5,,,,,,1937,,, ,42.66701,-114.78012,,1,
Lower Malad 1,hydro,Reservoir,PP,US,13.5,,,,,,1948,,, ,42.865783,-114.906172,,1,
Lower Salmon 1,hydro,Reservoir,PP,US,15,,,,,,1949,,, ,42.841608,-114.903611,,1,
Lower Salmon 2,hydro,Reservoir,PP,US,15,,,,,,1949,,, ,42.841608,-114.903611,,2,
Lower Salmon 3,hydro,Reservoir,PP,US,15,,,,,,1949,,, ,42.841608,-114.903611,,3,
Lower Salmon 4,hydro,Reservoir,PP,US,15,,,,,,1949,,, ,42.841608,-114.903611,,4,
Salmon Diesel 1,oil,oil,PP,US,2.5,,,,,,1967,,, ,45.183368,-113.885307,,1,
Salmon Diesel 2,oil,oil,PP,US,2.5,,,,,,1967,,, ,45.183368,-113.885307,,2,
Shoshone Falls 1,hydro,Reservoir,PP,US,11.5,,,,,,1921,,, ,42.5975,-114.4033,,3,
Shoshone Falls 2,hydro,Reservoir,PP,US,3.2,,,,,,2020,,, ,42.5975,-114.4033,,4,
Swan Falls 1,hydro,Reservoir,PP,US,12.5,,,,,,1994,,, ,43.2435,-116.3791,,1,
Swan Falls 2,hydro,Reservoir,PP,US,12.5,,,,,,1994,,, ,43.2435,-116.3791,,2,
Thousand Springs 1,hydro,Reservoir,PP,US,6.8,,,,,,1920,,, ,42.740542,-114.836722,,3,
Twin Falls (ID) 1,hydro,Reservoir,PP,US,8.4,,,,,,1935,,, ,42.5892,-114.3553,,1,
Twin Falls (ID) 2,hydro,Reservoir,PP,US,44.3,,,,,,1995,,, ,42.5892,-114.3553,,2,
Upper Salmon A 1,hydro,Reservoir,PP,US,9,,,,,,1937,,, ,42.767422,-114.924692,,1,
Upper Salmon A 2,hydro,Reservoir,PP,US,9,,,,,,1937,,, ,42.767422,-114.924692,,2,
Upper Malad 1,hydro,Reservoir,PP,US,8.3,,,,,,1948,,, ,42.864267,-114.885542,,1,
Ashton 1,hydro,Reservoir,PP,US,2.7,,,,,,1917,,, ,44.07863,-111.497326,,1,
Ashton 2,hydro,Reservoir,PP,US,2,,,,,,1925,,, ,44.07863,-111.497326,,2,
Ashton 3,hydro,Reservoir,PP,US,2,,,,,,1925,,, ,44.07863,-111.497326,,3,
Grace 1,hydro,Reservoir,PP,US,11,,,,,,1923,,, ,42.53675,-111.793967,,3,
Grace 2,hydro,Reservoir,PP,US,11,,,,,,1923,,, ,42.53675,-111.793967,,4,
Grace 3,hydro,Reservoir,PP,US,11,,,,,,1923,,, ,42.53675,-111.793967,,5,
Oneida 1,hydro,Reservoir,PP,US,10,,,,,,1915,,, ,42.267774,-111.748531,,1,
Oneida 2,hydro,Reservoir,PP,US,10,,,,,,1916,,, ,42.267774,-111.748531,,2,
Oneida 3,hydro,Reservoir,PP,US,10,,,,,,1920,,, ,42.267774,-111.748531,,3,
Soda 1,hydro,Reservoir,PP,US,7.6,,,,,,1924,,, ,42.64455,-111.696689,,1,
Soda 2,hydro,Reservoir,PP,US,7,,,,,,1924,,, ,42.64455,-111.696689,,2,
Cabinet Gorge 1,hydro,Reservoir,PP,US,59.4,,,,,,1953,,, ,48.084444,-116.053056,,1,
Cabinet Gorge 2,hydro,Reservoir,PP,US,73.2,,,,,,1953,,, ,48.084444,-116.053056,,2,
Cabinet Gorge 3,hydro,Reservoir,PP,US,73.2,,,,,,1952,,, ,48.084444,-116.053056,,3,
Cabinet Gorge 4,hydro,Reservoir,PP,US,59.4,,,,,,1952,,, ,48.084444,-116.053056,,4,
Post Falls 1,hydro,Reservoir,PP,US,2.2,,,,,,1907,,, ,47.703333,-116.953889,,1,
Post Falls 2,hydro,Reservoir,PP,US,2.2,,,,,,1906,,, ,47.703333,-116.953889,,2,
Post Falls 3,hydro,Reservoir,PP,US,2.2,,,,,,1906,,, ,47.703333,-116.953889,,3,
Post Falls 4,hydro,Reservoir,PP,US,2.2,,,,,,1906,,, ,47.703333,-116.953889,,4,
Post Falls 5,hydro,Reservoir,PP,US,2.2,,,,,,1908,,, ,47.703333,-116.953889,,5,
Post Falls 6,hydro,Reservoir,PP,US,3.5,,,,,,1980,,, ,47.703333,-116.953889,,6,
Scott Flat 1,hydro,Reservoir,PP,US,1,,,,,,1985,,, ,39.272108,-120.932508,,7P,
Dworshak 1,hydro,Reservoir,PP,US,103,,,,,,1975,,, ,46.5143,-116.2977,,1,
Dworshak 2,hydro,Reservoir,PP,US,103,,,,,,1975,,, ,46.5143,-116.2977,,2,
Dworshak 3,hydro,Reservoir,PP,US,259,,,,,,1974,,, ,46.5143,-116.2977,,3,
City Power Plant 1,hydro,Reservoir,PP,US,8,,,,,,1982,,, ,43.491398,-112.04541,,3,
Lower No 2 1,hydro,Reservoir,PP,US,3,,,,,,1940,,, ,43.468398,-112.062602,,1,
Upper Power Plant 1,hydro,Reservoir,PP,US,8,,,,,,1982,,, ,43.552695,-112.050953,,4,
Combie South 1,hydro,Reservoir,PP,US,0.5,,,,,,1984,,, ,39.0096,-121.0591,,1,
Combie South 2,hydro,Reservoir,PP,US,0.5,,,,,,1984,,, ,39.0096,-121.0591,,2,
Combie South 3,hydro,Reservoir,PP,US,0.5,,,,,,1984,,, ,39.0096,-121.0591,,3,
Palisades Dam 1,hydro,Reservoir,PP,US,44.1,,,,,,1957,,, ,43.334849,-111.205752,,1,
Palisades Dam 2,hydro,Reservoir,PP,US,44.1,,,,,,1957,,, ,43.334849,-111.205752,,2,
Palisades Dam 3,hydro,Reservoir,PP,US,44.1,,,,,,1957,,, ,43.334849,-111.205752,,3,
Palisades Dam 4,hydro,Reservoir,PP,US,44.1,,,,,,1958,,, ,43.334849,-111.205752,,4,
Albeni Falls 1,hydro,Reservoir,PP,US,14,,,,,,1955,,, ,48.180245,-116.99859,,1,
Albeni Falls 2,hydro,Reservoir,PP,US,14,,,,,,1955,,, ,48.180245,-116.99859,,2,
Albeni Falls 3,hydro,Reservoir,PP,US,14,,,,,,1955,,, ,48.180245,-116.99859,,3,
Grand Tower Energy Center LLC 1,CCGT,CCGT,PP,US,223.2,,,,,,2001,,, ,37.6577,-89.511161,,1,
Grand Tower Energy Center LLC 2,CCGT,CCGT,PP,US,223.2,,,,,,2001,,, ,37.6577,-89.511161,,2,
Grand Tower Energy Center LLC 3,CCGT,CCGT,PP,US,80.9,,,,,,1951,,, ,37.6577,-89.511161,,3,
Grand Tower Energy Center LLC 4,CCGT,CCGT,PP,US,113.6,,,,,,1958,,, ,37.6577,-89.511161,,4,
Dresden Generating Station 1,nuclear,nuclear,PP,US,1009.3,,,,,,1970,,, ,41.39,-88.27,,2,
Dresden Generating Station 2,nuclear,nuclear,PP,US,1009.3,,,,,,1971,,, ,41.39,-88.27,,3,
Joliet 9 1,OCGT,OCGT,PP,US,360.4,,,,,,1959,,,2023,41.4931,-88.1153,,6,
Kincaid Generation LLC 1,coal,coal,PP,US,659.5,,,,,,1967,,,2027,39.590556,-89.496389,,1,
Kincaid Generation LLC 2,coal,coal,PP,US,659.5,,,,,,1968,,,2027,39.590556,-89.496389,,2,
Powerton 1,coal,coal,PP,US,892.8,,,,,,1972,,, ,40.5408,-89.6786,,5,
Powerton 2,coal,coal,PP,US,892.8,,,,,,1975,,, ,40.5408,-89.6786,,6,
Quad Cities Generating Station 1,nuclear,nuclear,PP,US,1009.3,,,,,,1972,,, ,41.726111,-90.310278,,1,
Quad Cities Generating Station 2,nuclear,nuclear,PP,US,1009.3,,,,,,1972,,, ,41.726111,-90.310278,,2,
Waukegan 1,oil,oil,PP,US,28,,,,,,1968,,, ,42.3833,-87.8133,,311,
Waukegan 2,oil,oil,PP,US,28,,,,,,1968,,, ,42.3833,-87.8133,,312,
Waukegan 3,oil,oil,PP,US,28,,,,,,1968,,, ,42.3833,-87.8133,,321,
Waukegan 4,oil,oil,PP,US,28,,,,,,1968,,, ,42.3833,-87.8133,,322,
Fisk Street 1,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,311,
Fisk Street 2,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,312,
Fisk Street 3,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,321,
Fisk Street 4,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,322,
Fisk Street 5,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,331,
Fisk Street 6,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,332,
Fisk Street 7,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,341,
Fisk Street 8,oil,oil,PP,US,32.5,,,,,,1968,,, ,41.8508,-87.6533,,342,
Waukegan 1,coal,coal,PP,US,326.4,,,,,,1958,,,2022,42.2905,-87.6186,,,
Waukegan 1,coal,coal,PP,US,355.3,,,,,,1962,,,2022,42.2905,-87.6186,,,
Will County 1,coal,coal,PP,US,598.4,,,,,,1963,,,2022,41.5055,-88.0901,,,
Joppa Steam 1,coal,coal,PP,US,183.3,,,,,,1953,,,2022,37.2478,-88.7494,,,
Joppa Steam 2,coal,coal,PP,US,183.3,,,,,,1953,,,2022,37.2478,-88.7494,,,
Joppa Steam 3,coal,coal,PP,US,183.3,,,,,,1954,,,2022,37.2478,-88.7494,,,
Joppa Steam 4,coal,coal,PP,US,183.3,,,,,,1954,,,2022,37.2478,-88.7494,,,
Joppa Steam 5,coal,coal,PP,US,183.3,,,,,,1955,,,2022,37.2478,-88.7494,,,
Joppa Steam 6,coal,coal,PP,US,183.3,,,,,,1955,,,2022,37.2478,-88.7494,,,
Baldwin Energy Complex 1,coal,coal,PP,US,625.1,,,,,,1970,,,2025,38.205,-89.8544,,1,
Baldwin Energy Complex 2,coal,coal,PP,US,634.5,,,,,,1973,,,2025,38.205,-89.8544,,2,
Moline 1,OCGT,OCGT,PP,US,18,,,,,,1970,,, ,41.509959,-90.534021,,GT1,
Moline 2,OCGT,OCGT,PP,US,18,,,,,,1970,,, ,41.509959,-90.534021,,GT2,
Moline 3,OCGT,OCGT,PP,US,18,,,,,,1970,,, ,41.509959,-90.534021,,GT3,
Moline 4,OCGT,OCGT,PP,US,18,,,,,,1970,,, ,41.509959,-90.534021,,GT4,
Moline 5,hydro,Reservoir,PP,US,0.9,,,,,,1942,,, ,41.509959,-90.534021,,HY1,
Moline 6,hydro,Reservoir,PP,US,0.9,,,,,,1942,,, ,41.509959,-90.534021,,HY2,
Moline 7,hydro,Reservoir,PP,US,0.9,,,,,,1942,,, ,41.509959,-90.534021,,HY3,
Moline 8,hydro,Reservoir,PP,US,0.9,,,,,,1942,,, ,41.509959,-90.534021,,HY4,
Bottle Rock Power 1,geothermal,geothermal,PP,US,55,,,,,,1985,,, ,38.8348,-122.7677,,1,
Rockton 1,hydro,Reservoir,PP,US,0.6,,,,,,1929,,, ,42.4511,-89.0756,,1,
Rockton 2,hydro,Reservoir,PP,US,0.5,,,,,,1929,,, ,42.4511,-89.0756,,2,
Alamo 1,hydro,Reservoir,PP,US,19.6,,,,,,1986,,, ,34.8158,-118.6867,,1,
Venice 1,OCGT,OCGT,PP,US,61,,,,,,2002,,, ,38.6642,-90.1764,,GT2,
Venice 2,OCGT,OCGT,PP,US,200,,,,,,2005,,, ,38.6642,-90.1764,,GT3,
Venice 3,OCGT,OCGT,PP,US,200,,,,,,2005,,, ,38.6642,-90.1764,,GT4,
Venice 4,OCGT,OCGT,PP,US,125,,,,,,2005,,, ,38.6642,-90.1764,,GT5,
Quincy Chute 1,hydro,Reservoir,PP,US,9.4,,,,,,1985,,, ,46.982514,-119.257764,,1,
Hydro Plant No 3 1,hydro,Reservoir,PP,US,0.7,,,,,,1984,,, ,39.205623,-111.334381,,2,
Hydro Plant No 3 2,hydro,Reservoir,PP,US,2.1,,,,,,1984,,, ,39.205623,-111.334381,,3,
Breese 1,oil,oil,PP,US,3,,,,,,1982,,, ,38.607456,-89.524514,,2,
Breese 2,oil,oil,PP,US,2.5,,,,,,1992,,, ,38.607456,-89.524514,,5,
Breese 3,oil,oil,PP,US,2.5,,,,,,1997,,, ,38.607456,-89.524514,,6,
Breese 4,oil,oil,PP,US,2.5,,,,,,2008,,, ,38.607456,-89.524514,,7,
Breese 5,oil,oil,PP,US,2.5,,,,,,2014,,, ,38.607456,-89.524514,,8,
Breese 6,oil,oil,PP,US,0.9,,,,,,1953,,, ,38.607456,-89.524514,,IC1,
Breese 7,oil,oil,PP,US,3,,,,,,1968,,, ,38.607456,-89.524514,,IC3,
Bushnell 1,oil,oil,PP,US,0.2,,,,,,1940,,, ,40.548586,-90.513814,,1,
Bushnell 2,oil,oil,PP,US,0.2,,,,,,1940,,, ,40.548586,-90.513814,,2,
Bushnell 3,oil,oil,PP,US,2.2,,,,,,1965,,, ,40.548586,-90.513814,,3,
Bushnell 4,oil,oil,PP,US,2.2,,,,,,1965,,, ,40.548586,-90.513814,,4,
Bushnell 5,oil,oil,PP,US,1,,,,,,1956,,, ,40.548586,-90.513814,,5,
Bushnell 6,oil,oil,PP,US,2.5,,,,,,2000,,, ,40.548586,-90.513814,,6,
Bushnell 7,oil,oil,PP,US,2.5,,,,,,2000,,, ,40.548586,-90.513814,,7,
Carlyle 1,oil,oil,PP,US,2.5,,,,,,2003,,, ,38.6106,-89.3583,,10,
Carlyle 2,oil,oil,PP,US,2.8,,,,,,2019,,, ,38.6106,-89.3583,,11,
Carlyle 3,oil,oil,PP,US,2,,,,,,1964,,, ,38.6106,-89.3583,,7,
Carlyle 4,oil,oil,PP,US,2.5,,,,,,1998,,, ,38.6106,-89.3583,,8,
Carlyle 5,oil,oil,PP,US,2.5,,,,,,1999,,, ,38.6106,-89.3583,,9,
Carmi 1,oil,oil,PP,US,1.7,,,,,,1958,,, ,38.0967,-88.1631,,10,
Carmi 2,oil,oil,PP,US,2,,,,,,1967,,, ,38.0967,-88.1631,,12,
Carmi 3,oil,oil,PP,US,4.4,,,,,,1973,,, ,38.0967,-88.1631,,13,
Carmi 4,oil,oil,PP,US,1.1,,,,,,2013,,, ,38.0967,-88.1631,,14,
Carmi 5,oil,oil,PP,US,1.1,,,,,,1948,,, ,38.0967,-88.1631,,7,
Carmi 6,oil,oil,PP,US,1.4,,,,,,1951,,, ,38.0967,-88.1631,,8,
Carmi 7,oil,oil,PP,US,1.7,,,,,,1958,,, ,38.0967,-88.1631,,9,
Farmer City 1,OCGT,OCGT,PP,US,1.5,,,,,,1967,,, ,40.24611,-88.638761,,1,
Farmer City 2,oil,oil,PP,US,1.1,,,,,,1963,,, ,40.24611,-88.638761,,2,
Farmer City 3,oil,oil,PP,US,0.8,,,,,,1951,,, ,40.24611,-88.638761,,4,
Farmer City 4,OCGT,OCGT,PP,US,3.5,,,,,,1974,,, ,40.24611,-88.638761,,5,
Farmer City 5,oil,oil,PP,US,2.2,,,,,,2012,,, ,40.24611,-88.638761,,6,
Farmer City 6,oil,oil,PP,US,2.2,,,,,,2012,,, ,40.24611,-88.638761,,7,
Freeburg 1,oil,oil,PP,US,0.4,,,,,,1948,,, ,38.425556,-89.914444,,1,
Freeburg 2,oil,oil,PP,US,1.8,,,,,,2007,,, ,38.425556,-89.914444,,10,
Freeburg 3,oil,oil,PP,US,1.8,,,,,,2007,,, ,38.425556,-89.914444,,11,
Freeburg 4,oil,oil,PP,US,1.8,,,,,,2007,,, ,38.425556,-89.914444,,12,
Freeburg 5,oil,oil,PP,US,0.4,,,,,,1948,,, ,38.425556,-89.914444,,2,
Freeburg 6,oil,oil,PP,US,0.6,,,,,,1953,,, ,38.425556,-89.914444,,3,
Freeburg 7,oil,oil,PP,US,1,,,,,,1959,,, ,38.425556,-89.914444,,4,
Freeburg 8,oil,oil,PP,US,1.8,,,,,,1974,,, ,38.425556,-89.914444,,6,
Freeburg 9,oil,oil,PP,US,2.6,,,,,,1986,,, ,38.425556,-89.914444,,7,
Freeburg 10,oil,oil,PP,US,1.7,,,,,,1996,,, ,38.425556,-89.914444,,8,
Freeburg 11,oil,oil,PP,US,1.8,,,,,,1996,,, ,38.425556,-89.914444,,9,
Geneseo 1,OCGT,OCGT,PP,US,5.6,,,,,,1974,,, ,41.451494,-90.148547,,1,
Geneseo 2,onwind,onwind,PP,US,1.5,,,,,,2009,,, ,41.451494,-90.148547,,10,
Geneseo 3,onwind,onwind,PP,US,1.5,,,,,,2009,,, ,41.451494,-90.148547,,11,
Geneseo 4,solar,solar,PP,US,1.2,,,,,,2015,,, ,41.451494,-90.148547,,12,
Geneseo 5,OCGT,OCGT,PP,US,3.5,,,,,,1967,,, ,41.451494,-90.148547,,2,
Geneseo 6,OCGT,OCGT,PP,US,3.5,,,,,,1966,,, ,41.451494,-90.148547,,3,
Geneseo 7,OCGT,OCGT,PP,US,1.6,,,,,,1957,,, ,41.451494,-90.148547,,4,
Geneseo 8,OCGT,OCGT,PP,US,4.4,,,,,,1990,,, ,41.451494,-90.148547,,5A,
Geneseo 9,OCGT,OCGT,PP,US,3,,,,,,2003,,, ,41.451494,-90.148547,,6A,
Geneseo 10,OCGT,OCGT,PP,US,3,,,,,,1961,,, ,41.451494,-90.148547,,7,
Geneseo 11,oil,oil,PP,US,4.8,,,,,,1998,,, ,41.451494,-90.148547,,9,
Highland 1,oil,oil,PP,US,1.6,,,,,,1993,,, ,38.7412,-89.6849,,IC1,
Highland 2,oil,oil,PP,US,1.6,,,,,,1993,,, ,38.7412,-89.6849,,IC2,
Highland 3,oil,oil,PP,US,1.6,,,,,,1993,,, ,38.7412,-89.6849,,IC3,
Highland 4,oil,oil,PP,US,2,,,,,,1967,,, ,38.7412,-89.6849,,IC5,
Highland 5,oil,oil,PP,US,2,,,,,,1968,,, ,38.7412,-89.6849,,IC6,
Highland 6,oil,oil,PP,US,4.4,,,,,,1971,,, ,38.7412,-89.6849,,IC7,
Highland 7,oil,oil,PP,US,4.4,,,,,,1971,,, ,38.7412,-89.6849,,IC8,
McLeansboro 1,oil,oil,PP,US,0.6,,,,,,1950,,, ,38.094683,-88.541331,,2,
McLeansboro 2,oil,oil,PP,US,2,,,,,,1979,,, ,38.094683,-88.541331,,5,
McLeansboro 3,oil,oil,PP,US,2.4,,,,,,1979,,, ,38.094683,-88.541331,,6,
McLeansboro 4,oil,oil,PP,US,1.1,,,,,,1995,,, ,38.094683,-88.541331,,7,
McLeansboro 5,oil,oil,PP,US,1.1,,,,,,1994,,, ,38.094683,-88.541331,,8,
McLeansboro 6,oil,oil,PP,US,2,,,,,,2002,,, ,38.094683,-88.541331,,9,
Marshall (IL) 1,oil,oil,PP,US,1.8,,,,,,2002,,, ,39.392138,-87.68513,,10,
Marshall (IL) 2,oil,oil,PP,US,1.8,,,,,,2002,,, ,39.392138,-87.68513,,11,
Marshall (IL) 3,oil,oil,PP,US,1.8,,,,,,2007,,, ,39.392138,-87.68513,,12,
Marshall (IL) 4,oil,oil,PP,US,1.8,,,,,,2007,,, ,39.392138,-87.68513,,13,
Marshall (IL) 5,oil,oil,PP,US,2.5,,,,,,2002,,, ,39.392138,-87.68513,,5,
