Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,bus
Crestwood Dothan 5,oil,oil,PP,US,1,,,,,,1997,,, ,31.262356,-85.402737,,GEN7,
Crestwood Dothan 6,oil,oil,PP,US,0.6,,,,,,1997,,, ,31.262356,-85.402737,,GEN8,
Crestwood Dothan 7,oil,oil,PP,US,2,,,,,,2002,,, ,31.262356,-85.402737,,GEN9,
Pine Tree Acres 1,biomass,biomass,PP,US,0.8,,,,,,1998,,, ,42.764456,-82.747087,,GEN1,
Pine Tree Acres 2,biomass,biomass,PP,US,0.8,,,,,,1998,,, ,42.764456,-82.747087,,GEN2,
Pine Tree Acres 3,biomass,biomass,PP,US,0.8,,,,,,1998,,, ,42.764456,-82.747087,,GEN3,
Pine Tree Acres 4,biomass,biomass,PP,US,0.8,,,,,,1998,,, ,42.764456,-82.747087,,GEN4,
Pine Tree Acres 5,biomass,biomass,PP,US,0.8,,,,,,1998,,, ,42.764456,-82.747087,,GEN5,
Pine Tree Acres 6,biomass,biomass,PP,US,0.8,,,,,,2003,,, ,42.764456,-82.747087,,GEN6,
Pine Tree Acres 7,biomass,biomass,PP,US,0.8,,,,,,2003,,, ,42.764456,-82.747087,,GEN7,
Pine Tree Acres 8,biomass,biomass,PP,US,1.6,,,,,,2010,,, ,42.764456,-82.747087,,GEN8,
Pine Tree Acres 9,biomass,biomass,PP,US,1.6,,,,,,2010,,, ,42.764456,-82.747087,,GEN9,
Indiana Harbor E 5 AC Station 1,,,PP,US,90,,,,,,1996,,, ,41.6844,-87.4214,,17TG,
Salton Sea Power Gen Co - Unit 4 1,geothermal,geothermal,PP,US,47.5,,,,,,1996,,, ,33.157,-115.6386,,4100,
Wheelabrator Portsmouth 1,waste,waste,PP,US,20,,,,,,1987,,, ,36.8083,-76.3036,,1410,
Wheelabrator Portsmouth 2,waste,waste,PP,US,20,,,,,,1987,,, ,36.8083,-76.3036,,1420,
Wheelabrator Portsmouth 3,waste,waste,PP,US,20,,,,,,1987,,, ,36.8083,-76.3036,,1430,
Murphy-Brown LLC 1,oil,oil,PP,US,1.2,,,,,,1995,,, ,34.9944,-78.1583,,1,
Murphy-Brown LLC 2,oil,oil,PP,US,1.2,,,,,,1995,,, ,34.9944,-78.1583,,2,
Thornwood High School 1,OCGT,OCGT,PP,US,0.7,,,,,,1996,,, ,41.5839,-87.6047,,1,
Thornwood High School 2,OCGT,OCGT,PP,US,0.7,,,,,,1996,,, ,41.5839,-87.6047,,2,
Thornridge High School 1,OCGT,OCGT,PP,US,0.5,,,,,,1996,,, ,41.6225,-87.5978,,1,
Thornridge High School 2,OCGT,OCGT,PP,US,0.5,,,,,,1996,,, ,41.6225,-87.5978,,2,
Nashua Plant 1,biomass,biomass,PP,US,0.8,,,,,,1996,,, ,42.73227,-71.522418,,UNT2,
Nashua Plant 2,biomass,biomass,PP,US,1.6,,,,,,2016,,, ,42.73227,-71.522418,,UNT3,
Montgomery Creek Hydro 1,hydro,Reservoir,PP,US,2.6,,,,,,1987,,, ,40.846806,-121.956446,,GEN1,
LSP-Cottage Grove LP 1,CCGT,CCGT,PP,US,177.3,,,,,,1997,,, ,44.7956,-92.9119,,CTG1,
LSP-Cottage Grove LP 2,CCGT,CCGT,PP,US,106.2,,,,,,1997,,, ,44.7956,-92.9119,,STG1,
LSP-Whitewater LP 1,CCGT,CCGT,PP,US,177.3,,,,,,1997,,, ,42.855463,-88.72992,,CTG1,
LSP-Whitewater LP 2,CCGT,CCGT,PP,US,106.2,,,,,,1997,,, ,42.855463,-88.72992,,STG1,
Greene Valley Gas Recovery 1,biomass,biomass,PP,US,3.3,,,,,,1996,,, ,41.73379,-88.084908,,GEN1,
Greene Valley Gas Recovery 2,biomass,biomass,PP,US,3.3,,,,,,1996,,, ,41.73379,-88.084908,,GEN2,
Sweeny Cogen Facility 1,OCGT,OCGT,PP,US,143,,,,,,1997,,, ,29.0728,-95.745,,GEN1,
Sweeny Cogen Facility 2,OCGT,OCGT,PP,US,143,,,,,,1997,,, ,29.0728,-95.745,,GEN2,
Sweeny Cogen Facility 3,OCGT,OCGT,PP,US,143,,,,,,1997,,, ,29.0728,-95.745,,GEN3,
Sweeny Cogen Facility 4,OCGT,OCGT,PP,US,143,,,,,,2000,,, ,29.0728,-95.745,,GEN4,
Dighton Power Plant 1,CCGT,CCGT,PP,US,200,,,,,,1999,,, ,41.8312,-71.1239,,UNT1,
Papillion Creek Wastewater 1,biomass,biomass,PP,US,0.5,,,,,,1987,,,2025,41.0772,-95.87,,951,
Papillion Creek Wastewater 2,biomass,biomass,PP,US,0.5,,,,,,1987,,,2025,41.0772,-95.87,,952,
Papillion Creek Wastewater 3,biomass,biomass,PP,US,0.5,,,,,,1987,,,2025,41.0772,-95.87,,953,
De Pere Energy Center 1,OCGT,OCGT,PP,US,192.3,,,,,,1999,,, ,44.44861,-88.07204,,CT01,
Androscoggin Energy Center 1,OCGT,OCGT,PP,US,54.5,,,,,,1999,,,2023,44.506315,-70.242312,,CT01,
Androscoggin Energy Center 2,OCGT,OCGT,PP,US,54.5,,,,,,1999,,,2023,44.506315,-70.242312,,CT02,
Androscoggin Energy Center 3,OCGT,OCGT,PP,US,54.5,,,,,,2000,,,2023,44.506315,-70.242312,,CT03,
Missouri River Wastewater Treatment 1,biomass,biomass,PP,US,1,,,,,,2001,,, ,41.2033,-95.9292,,6013,
Missouri River Wastewater Treatment 2,biomass,biomass,PP,US,1,,,,,,1985,,, ,41.2033,-95.9292,,6101,
Missouri River Wastewater Treatment 3,biomass,biomass,PP,US,1,,,,,,1985,,, ,41.2033,-95.9292,,6102,
Davenport Water Pollution Control Plant 1,biomass,biomass,PP,US,0.8,,,,,,1995,,, ,41.4928,-90.6275,,GEN1,
Davenport Water Pollution Control Plant 2,biomass,biomass,PP,US,0.8,,,,,,1995,,, ,41.4928,-90.6275,,GEN2,
University of Tennessee Steam Plant 1,OCGT,OCGT,PP,US,5,,,,,,1996,,, ,35.949209,-83.926065,,GEN1,
Opryland USA 1,OCGT,OCGT,PP,US,4.5,,,,,,1995,,, ,36.211389,-86.694444,,GTO1,
Rio Bravo 1,OCGT,OCGT,PP,US,150,,,,,,2000,,, ,35.026,-106.644,,GT1,
Mid-Georgia Cogeneration Facility 1,CCGT,CCGT,PP,US,106.5,,,,,,1997,,, ,32.4856,-83.6039,,CT1,
Mid-Georgia Cogeneration Facility 2,CCGT,CCGT,PP,US,106.5,,,,,,1998,,, ,32.4856,-83.6039,,CT2,
Mid-Georgia Cogeneration Facility 3,CCGT,CCGT,PP,US,110,,,,,,1997,,, ,32.4856,-83.6039,,ST1,
Berkshire Power 1,CCGT,CCGT,PP,US,289,,,,,,1999,,, ,42.0476,-72.6478,,GEN2,
Bridgeport Energy Project 1,CCGT,CCGT,PP,US,170,,,,,,1998,,, ,41.1692,-73.1844,,GEN1,
Bridgeport Energy Project 2,CCGT,CCGT,PP,US,170,,,,,,1998,,, ,41.1692,-73.1844,,GEN2,
Bridgeport Energy Project 3,CCGT,CCGT,PP,US,180,,,,,,1999,,, ,41.1692,-73.1844,,GEN3,
Cherokee County Cogen 1,CCGT,CCGT,PP,US,60,,,,,,1998,,, ,35.0727,-81.613,,GT1,
Cherokee County Cogen 2,CCGT,CCGT,PP,US,41.2,,,,,,1998,,, ,35.0727,-81.613,,ST1,
Packaging Corp. of America Jackson Mill 1,biomass,biomass,PP,US,15.6,,,,,,1996,,, ,31.4894,-87.8989,,STG1,
Pasadena Cogeneration 1,CCGT,CCGT,PP,US,175,,,,,,1998,,, ,29.72475,-95.176479,,CTG1,
Pasadena Cogeneration 2,CCGT,CCGT,PP,US,185,,,,,,2000,,, ,29.72475,-95.176479,,CTG2,
Pasadena Cogeneration 3,CCGT,CCGT,PP,US,185,,,,,,2000,,, ,29.72475,-95.176479,,CTG3,
Pasadena Cogeneration 4,CCGT,CCGT,PP,US,85,,,,,,1998,,, ,29.72475,-95.176479,,STG1,
Pasadena Cogeneration 5,CCGT,CCGT,PP,US,185,,,,,,2000,,, ,29.72475,-95.176479,,STG2,
Tiverton Power Plant 1,CCGT,CCGT,PP,US,179.3,,,,,,2000,,, ,41.6422,-71.1706,,UNT1,
Tiverton Power Plant 2,CCGT,CCGT,PP,US,93.2,,,,,,2000,,, ,41.6422,-71.1706,,UNT2,
Westlake Plaquemine 1,OCGT,OCGT,PP,US,102,,,,,,1997,,, ,30.2586,-91.185,,X773,
Westlake Plaquemine 2,OCGT,OCGT,PP,US,102,,,,,,1997,,, ,30.2586,-91.185,,X774,
Westlake Plaquemine 3,OCGT,OCGT,PP,US,102,,,,,,1997,,, ,30.2586,-91.185,,X775,
Jameson Gas Processing Plant 1,OCGT,OCGT,PP,US,0.4,,,,,,1981,,, ,32.05,-100.6917,,620,
Jameson Gas Processing Plant 2,OCGT,OCGT,PP,US,0.4,,,,,,1981,,, ,32.05,-100.6917,,621,
Jameson Gas Processing Plant 3,OCGT,OCGT,PP,US,0.5,,,,,,1986,,, ,32.05,-100.6917,,622,
Jameson Gas Processing Plant 4,OCGT,OCGT,PP,US,0.5,,,,,,2017,,, ,32.05,-100.6917,,GN410,
Bridgeport Gas Processing Plant 1,OCGT,OCGT,PP,US,0.8,,,,,,2013,,, ,33.195763,-97.802547,,14,
Bridgeport Gas Processing Plant 2,OCGT,OCGT,PP,US,0.8,,,,,,2013,,, ,33.195763,-97.802547,,15,
Bridgeport Gas Processing Plant 3,OCGT,OCGT,PP,US,0.8,,,,,,2013,,, ,33.195763,-97.802547,,16,
Bridgeport Gas Processing Plant 4,OCGT,OCGT,PP,US,0.8,,,,,,2013,,, ,33.195763,-97.802547,,17,
Bridgeport Gas Processing Plant 5,OCGT,OCGT,PP,US,0.8,,,,,,2009,,, ,33.195763,-97.802547,,2723,
Bridgeport Gas Processing Plant 6,OCGT,OCGT,PP,US,0.8,,,,,,2000,,, ,33.195763,-97.802547,,654,
Bridgeport Gas Processing Plant 7,OCGT,OCGT,PP,US,0.8,,,,,,2001,,, ,33.195763,-97.802547,,655,
Bridgeport Gas Processing Plant 8,OCGT,OCGT,PP,US,0.8,,,,,,2001,,, ,33.195763,-97.802547,,656,
Bridgeport Gas Processing Plant 9,OCGT,OCGT,PP,US,0.8,,,,,,2001,,, ,33.195763,-97.802547,,657,
Bridgeport Gas Processing Plant 10,OCGT,OCGT,PP,US,0.8,,,,,,2001,,, ,33.195763,-97.802547,,658,
Bridgeport Gas Processing Plant 11,OCGT,OCGT,PP,US,0.8,,,,,,2001,,, ,33.195763,-97.802547,,666,
Bridgeport Gas Processing Plant 12,OCGT,OCGT,PP,US,0.8,,,,,,2001,,, ,33.195763,-97.802547,,667,
Bridgeport Gas Processing Plant 13,OCGT,OCGT,PP,US,0.8,,,,,,2002,,, ,33.195763,-97.802547,,671,
Livingston Generating Facility 1,biomass,biomass,PP,US,5,,,,,,1999,,, ,40.9314,-88.6548,,1,
Livingston Generating Facility 2,biomass,biomass,PP,US,5,,,,,,1999,,, ,40.9314,-88.6548,,3,
Livingston Generating Facility 3,biomass,biomass,PP,US,5,,,,,,2000,,, ,40.9314,-88.6548,,GEN2,
Tenaska Georgia Generation Facility 1,OCGT,OCGT,PP,US,183.2,,,,,,2001,,, ,33.3516,-84.9996,,GTG1,
Tenaska Georgia Generation Facility 2,OCGT,OCGT,PP,US,183.2,,,,,,2001,,, ,33.3516,-84.9996,,GTG2,
Tenaska Georgia Generation Facility 3,OCGT,OCGT,PP,US,183.2,,,,,,2001,,, ,33.3516,-84.9996,,GTG3,
Tenaska Georgia Generation Facility 4,OCGT,OCGT,PP,US,183.2,,,,,,2002,,, ,33.3516,-84.9996,,GTG4,
Tenaska Georgia Generation Facility 5,OCGT,OCGT,PP,US,183.2,,,,,,2002,,, ,33.3516,-84.9996,,GTG5,
Tenaska Georgia Generation Facility 6,OCGT,OCGT,PP,US,183.2,,,,,,2002,,, ,33.3516,-84.9996,,GTG6,
Tenaska Frontier Generation Station 1,CCGT,CCGT,PP,US,183.2,,,,,,2000,,, ,30.5924,-95.9178,,GTG1,
Tenaska Frontier Generation Station 2,CCGT,CCGT,PP,US,183.2,,,,,,2000,,, ,30.5924,-95.9178,,GTG2,
Tenaska Frontier Generation Station 3,CCGT,CCGT,PP,US,183.2,,,,,,2000,,, ,30.5924,-95.9178,,GTG3,
Tenaska Frontier Generation Station 4,CCGT,CCGT,PP,US,390.1,,,,,,2000,,, ,30.5924,-95.9178,,STG1,
Batesville Generation Facility 1,CCGT,CCGT,PP,US,184.5,,,,,,2000,,, ,34.3356,-89.9275,,CTG1,
Batesville Generation Facility 2,CCGT,CCGT,PP,US,184.5,,,,,,2000,,, ,34.3356,-89.9275,,CTG2,
Batesville Generation Facility 3,CCGT,CCGT,PP,US,184.5,,,,,,2000,,, ,34.3356,-89.9275,,CTG3,
Batesville Generation Facility 4,CCGT,CCGT,PP,US,112.5,,,,,,2000,,, ,34.3356,-89.9275,,STG1,
Batesville Generation Facility 5,CCGT,CCGT,PP,US,112.5,,,,,,2000,,, ,34.3356,-89.9275,,STG2,
Batesville Generation Facility 6,CCGT,CCGT,PP,US,112.5,,,,,,2000,,, ,34.3356,-89.9275,,STG3,
Black Hawk Station 1,OCGT,OCGT,PP,US,126.9,,,,,,1999,,, ,35.6957,-101.36,,UNT1,
Black Hawk Station 2,OCGT,OCGT,PP,US,117,,,,,,2005,,, ,35.6957,-101.36,,UNT2B,
Mustang Station 1,CCGT,CCGT,PP,US,174.2,,,,,,1999,,, ,32.9728,-102.7417,,GEN1,
Mustang Station 2,CCGT,CCGT,PP,US,174.2,,,,,,1999,,, ,32.9728,-102.7417,,GEN2,
Mustang Station 3,CCGT,CCGT,PP,US,172.6,,,,,,2000,,, ,32.9728,-102.7417,,GEN3,
Heat Recovery Coke Facility 1,other,other,PP,US,94.6,,,,,,1998,,, ,41.6789,-87.42,,TG18,
MPEA Energy Center 1,oil,oil,PP,US,2,,,,,,2010,,, ,41.852709,-87.61851,,GEN4,
MPEA Energy Center 2,oil,oil,PP,US,2,,,,,,2010,,, ,41.852709,-87.61851,,GEN5,
MPEA Energy Center 3,oil,oil,PP,US,2,,,,,,2010,,, ,41.852709,-87.61851,,GEN6,
Maine Independence Station 1,CCGT,CCGT,PP,US,177.8,,,,,,2000,,, ,44.8242,-68.7094,,GEN1,
Maine Independence Station 2,CCGT,CCGT,PP,US,177.8,,,,,,2000,,, ,44.8242,-68.7094,,GEN2,
Maine Independence Station 3,CCGT,CCGT,PP,US,194.6,,,,,,2000,,, ,44.8242,-68.7094,,GEN3,
Lakeview Gas Recovery 1,biomass,biomass,PP,US,3,,,,,,1997,,, ,42.060172,-80.020765,,GEN1,
Lakeview Gas Recovery 2,biomass,biomass,PP,US,3,,,,,,1997,,, ,42.060172,-80.020765,,GEN2,
Pine Bluff Energy Center 1,CCGT,CCGT,PP,US,180,,,,,,2001,,, ,34.2181,-91.9025,,CT01,
Pine Bluff Energy Center 2,CCGT,CCGT,PP,US,50.4,,,,,,2001,,, ,34.2181,-91.9025,,ST01,
Red Hills Generating Facility 1,coal,coal,PP,US,513.7,,,,,,2001,,, ,33.3761,-89.2183,,RHGF,
Desert Star Energy Center 1,CCGT,CCGT,PP,US,170.9,,,,,,2000,,,2027,35.788889,-114.994167,,ED01,
Desert Star Energy Center 2,CCGT,CCGT,PP,US,170.9,,,,,,2000,,,2027,35.788889,-114.994167,,ED02,
Desert Star Energy Center 3,CCGT,CCGT,PP,US,195.5,,,,,,2000,,,2027,35.788889,-114.994167,,ED03,
Millennium Power 1,CCGT,CCGT,PP,US,295.2,,,,,,2001,,, ,42.112291,-72.015113,,CT01,
Millennium Power 2,CCGT,CCGT,PP,US,132.3,,,,,,2001,,, ,42.112291,-72.015113,,ST01,
Brownsville Peaking Power 1,OCGT,OCGT,PP,US,112,,,,,,1999,,, ,35.5438,-89.198,,1,
Brownsville Peaking Power 2,OCGT,OCGT,PP,US,112,,,,,,1999,,, ,35.5438,-89.198,,2,
Brownsville Peaking Power 3,OCGT,OCGT,PP,US,118,,,,,,1999,,, ,35.5438,-89.198,,3,
Brownsville Peaking Power 4,OCGT,OCGT,PP,US,118,,,,,,1999,,, ,35.5438,-89.198,,4,
Crockett Cogen Project 1,CCGT,CCGT,PP,US,247.4,,,,,,1995,,, ,38.0569,-122.2161,,GE1,
Gregory Power Plant 1,CCGT,CCGT,PP,US,166,,,,,,2000,,, ,27.88929,-97.258417,,GT1A,
Gregory Power Plant 2,CCGT,CCGT,PP,US,166,,,,,,2000,,, ,27.88929,-97.258417,,GT1B,
Gregory Power Plant 3,CCGT,CCGT,PP,US,100,,,,,,2000,,, ,27.88929,-97.258417,,STG,
Zeeland Generating Station 1,OCGT,OCGT,PP,US,188.7,,,,,,2001,,, ,42.8206,-85.9975,,1A,
Zeeland Generating Station 2,OCGT,OCGT,PP,US,188.7,,,,,,2001,,, ,42.8206,-85.9975,,1B,
Zeeland Generating Station 3,CCGT,CCGT,PP,US,188.7,,,,,,2002,,, ,42.8206,-85.9975,,2A,
Zeeland Generating Station 4,CCGT,CCGT,PP,US,188.7,,,,,,2002,,, ,42.8206,-85.9975,,2B,
Zeeland Generating Station 5,CCGT,CCGT,PP,US,213.4,,,,,,2002,,, ,42.8206,-85.9975,,2C,
Dearborn Industrial Generation 1,OCGT,OCGT,PP,US,157.3,,,,,,2001,,, ,42.3026,-83.154,,GT 1,
Dearborn Industrial Generation 2,OCGT,OCGT,PP,US,157.3,,,,,,2001,,, ,42.3026,-83.154,,GT2,
Dearborn Industrial Generation 3,OCGT,OCGT,PP,US,195.3,,,,,,1999,,, ,42.3026,-83.154,,GTP1,
Dearborn Industrial Generation 4,,,PP,US,238,,,,,,2001,,, ,42.3026,-83.154,,ST1,
Taft Cogeneration Facility 1,CCGT,CCGT,PP,US,178.5,,,,,,2002,,, ,29.9888,-90.4599,,CT1,
Taft Cogeneration Facility 2,CCGT,CCGT,PP,US,178.5,,,,,,2002,,, ,29.9888,-90.4599,,CT2,
Taft Cogeneration Facility 3,CCGT,CCGT,PP,US,178.5,,,,,,2002,,, ,29.9888,-90.4599,,CT3,
Taft Cogeneration Facility 4,CCGT,CCGT,PP,US,358.7,,,,,,2002,,, ,29.9888,-90.4599,,ST1,
Plummer Cogen 1,waste,biomass,PP,US,6.2,,,,,,1982,,, ,47.331006,-116.890352,,GEN1,
Midlothian Energy Facility 1,CCGT,CCGT,PP,US,289,,,,,,2000,,, ,32.4302,-97.0537,,STK1,
Midlothian Energy Facility 2,CCGT,CCGT,PP,US,289,,,,,,2000,,, ,32.4302,-97.0537,,STK2,
Midlothian Energy Facility 3,CCGT,CCGT,PP,US,289,,,,,,2000,,, ,32.4302,-97.0537,,STK3,
Midlothian Energy Facility 4,CCGT,CCGT,PP,US,289,,,,,,2000,,, ,32.4302,-97.0537,,STK4,
Midlothian Energy Facility 5,CCGT,CCGT,PP,US,289,,,,,,2001,,, ,32.4302,-97.0537,,STK5,
Midlothian Energy Facility 6,CCGT,CCGT,PP,US,289,,,,,,2001,,, ,32.4302,-97.0537,,STK6,
MM Taunton Energy 1,biomass,biomass,PP,US,0.9,,,,,,1997,,, ,41.923068,-71.086412,,UNT1,
MM Taunton Energy 2,biomass,biomass,PP,US,0.9,,,,,,1997,,, ,41.923068,-71.086412,,UNT2,
MM Taunton Energy 3,biomass,biomass,PP,US,0.9,,,,,,2011,,, ,41.923068,-71.086412,,UNT3,
MM Taunton Energy 4,biomass,biomass,PP,US,0.9,,,,,,2011,,, ,41.923068,-71.086412,,UNT4,
MM San Diego-Miramar 1,biomass,biomass,PP,US,1.6,,,,,,1997,,, ,32.844845,-117.162747,,UNT1,
MM San Diego-Miramar 2,biomass,biomass,PP,US,1.6,,,,,,1997,,, ,32.844845,-117.162747,,UNT2,
MM San Diego-Miramar 3,biomass,biomass,PP,US,1.6,,,,,,1997,,, ,32.844845,-117.162747,,UNT3,
MM San Diego-Miramar 4,biomass,biomass,PP,US,1.6,,,,,,1997,,, ,32.844845,-117.162747,,UNT4,
Portside Energy 1,OCGT,OCGT,PP,US,42,,,,,,1997,,, ,41.6317,-87.1728,,GT,
Portside Energy 2,OCGT,OCGT,PP,US,19,,,,,,1997,,, ,41.6317,-87.1728,,ST,
Lamar Power Project 1,CCGT,CCGT,PP,US,176,,,,,,2000,,, ,33.6308,-95.59,,CTG1,
Lamar Power Project 2,CCGT,CCGT,PP,US,176,,,,,,2000,,, ,33.6308,-95.59,,CTG2,
Lamar Power Project 3,CCGT,CCGT,PP,US,176,,,,,,2000,,, ,33.6308,-95.59,,CTG3,
Lamar Power Project 4,CCGT,CCGT,PP,US,176,,,,,,2000,,, ,33.6308,-95.59,,CTG4,
Lamar Power Project 5,CCGT,CCGT,PP,US,204.3,,,,,,2000,,, ,33.6308,-95.59,,STG1,
Lamar Power Project 6,CCGT,CCGT,PP,US,204.3,,,,,,2000,,, ,33.6308,-95.59,,STG2,
Rumford Power LLC 1,CCGT,CCGT,PP,US,179.4,,,,,,2000,,, ,44.5303,-70.5219,,UNT1,
Rumford Power LLC 2,CCGT,CCGT,PP,US,95.1,,,,,,2000,,, ,44.5303,-70.5219,,UNT2,
Kalamazoo River Generating Station 1,OCGT,OCGT,PP,US,77.4,,,,,,1999,,, ,42.281345,-85.494956,,1,
Livingston Generating Station 1,OCGT,OCGT,PP,US,42.9,,,,,,1999,,, ,45.030397,-84.730795,,1,
Livingston Generating Station 2,OCGT,OCGT,PP,US,42.4,,,,,,1999,,, ,45.030397,-84.730795,,2,
Livingston Generating Station 3,OCGT,OCGT,PP,US,42.4,,,,,,1999,,, ,45.030397,-84.730795,,3,
Livingston Generating Station 4,OCGT,OCGT,PP,US,42.4,,,,,,1999,,, ,45.030397,-84.730795,,4,
Klamath Cogeneration Plant 1,CCGT,CCGT,PP,US,161.5,,,,,,2001,,, ,42.173889,-121.810556,,CT1,
Klamath Cogeneration Plant 2,CCGT,CCGT,PP,US,161.5,,,,,,2001,,, ,42.173889,-121.810556,,CT2,
Klamath Cogeneration Plant 3,CCGT,CCGT,PP,US,178.5,,,,,,2001,,, ,42.173889,-121.810556,,ST1,
Rhode Island State Energy Center 1,CCGT,CCGT,PP,US,196,,,,,,2002,,, ,41.8017,-71.5186,,CTG1,
Rhode Island State Energy Center 2,CCGT,CCGT,PP,US,196,,,,,,2002,,, ,41.8017,-71.5186,,CTG2,
Rhode Island State Energy Center 3,CCGT,CCGT,PP,US,204,,,,,,2002,,, ,41.8017,-71.5186,,STG1,
Rocky Road Power LLC 1,OCGT,OCGT,PP,US,122.4,,,,,,2000,,, ,42.0931,-88.2397,,T4,
Rocky Road Power LLC 2,OCGT,OCGT,PP,US,125.8,,,,,,1999,,, ,42.0931,-88.2397,,TG1,
Rocky Road Power LLC 3,OCGT,OCGT,PP,US,125.8,,,,,,1999,,, ,42.0931,-88.2397,,TG2,
Rocky Road Power LLC 4,OCGT,OCGT,PP,US,41.5,,,,,,1999,,, ,42.0931,-88.2397,,TG3,
Madison 1,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT1,
Madison 2,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT2,
Madison 3,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT3,
Madison 4,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT4,
Madison 5,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT5,
Madison 6,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT6,
Madison 7,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT7,
Madison 8,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.4522,-84.4647,,CT8,
Vermillion Energy Facility 1,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT1,
Vermillion Energy Facility 2,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT2,
Vermillion Energy Facility 3,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT3,
Vermillion Energy Facility 4,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT4,
Vermillion Energy Facility 5,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT5,
Vermillion Energy Facility 6,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT6,
Vermillion Energy Facility 7,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT7,
Vermillion Energy Facility 8,OCGT,OCGT,PP,US,86.5,,,,,,2000,,, ,39.922328,-87.446358,,CT8,
Sutter Energy Center 1,CCGT,CCGT,PP,US,212,,,,,,2001,,, ,39.053139,-121.695873,,CT01,
Sutter Energy Center 2,CCGT,CCGT,PP,US,212,,,,,,2001,,, ,39.053139,-121.695873,,CT02,
Sutter Energy Center 3,CCGT,CCGT,PP,US,212,,,,,,2001,,, ,39.053139,-121.695873,,ST01,
Rockingham County CT Station 1,OCGT,OCGT,PP,US,195.5,,,,,,2000,,, ,36.3297,-79.8297,,CT1,
Rockingham County CT Station 2,OCGT,OCGT,PP,US,195.5,,,,,,2000,,, ,36.3297,-79.8297,,CT2,
Rockingham County CT Station 3,OCGT,OCGT,PP,US,195.5,,,,,,2000,,, ,36.3297,-79.8297,,CT3,
Rockingham County CT Station 4,OCGT,OCGT,PP,US,195.5,,,,,,2000,,, ,36.3297,-79.8297,,CT4,
Rockingham County CT Station 5,OCGT,OCGT,PP,US,195.5,,,,,,2000,,, ,36.3297,-79.8297,,CT5,
RS Cogen 1,CCGT,CCGT,PP,US,103,,,,,,2002,,, ,30.221,-93.2826,,RS-4,
RS Cogen 2,CCGT,CCGT,PP,US,195,,,,,,2002,,, ,30.221,-93.2826,,RS-5,
RS Cogen 3,CCGT,CCGT,PP,US,195,,,,,,2002,,, ,30.221,-93.2826,,RS-6,
NAFTA Region Olefins Complex Cogen Fac 1,OCGT,OCGT,PP,US,41.6,,,,,,2001,,, ,29.954321,-93.883592,,UN1,
NAFTA Region Olefins Complex Cogen Fac 2,OCGT,OCGT,PP,US,41.6,,,,,,2001,,, ,29.954321,-93.883592,,UN2,
Magic Valley Generating Station 1,CCGT,CCGT,PP,US,267,,,,,,2002,,, ,26.3403,-98.19,,CTG1,
Magic Valley Generating Station 2,CCGT,CCGT,PP,US,267,,,,,,2002,,, ,26.3403,-98.19,,CTG2,
Magic Valley Generating Station 3,CCGT,CCGT,PP,US,267,,,,,,2002,,, ,26.3403,-98.19,,STG,
Griffith Energy LLC 1,CCGT,CCGT,PP,US,176.6,,,,,,2002,,, ,35.054029,-114.133272,,CTG1,
Griffith Energy LLC 2,CCGT,CCGT,PP,US,176.6,,,,,,2002,,, ,35.054029,-114.133272,,CTG2,
Griffith Energy LLC 3,CCGT,CCGT,PP,US,301.8,,,,,,2002,,, ,35.054029,-114.133272,,STG,
Vansycle 1,onwind,onwind,PP,US,25,,,,,,1998,,, ,45.936157,-118.65999,,WGNS,
Milford Power Project 1,CCGT,CCGT,PP,US,289,,,,,,2004,,, ,41.224355,-73.099728,,CA01,
Milford Power Project 2,CCGT,CCGT,PP,US,289,,,,,,2004,,, ,41.224355,-73.099728,,CA02,
Manchief Electric Generating Station 1,OCGT,OCGT,PP,US,150,,,,,,2000,,, ,40.217143,-103.68504,,UN1,
