"reference case","high economic growth","low economic growth","high oil price","low oil price","high oil and gas supply","low oil and gas supply","high zero-carbon technology cost","low zero-carbon technology cost","alternative electricity","alternative transportation","aeo2023 reference case","year","feature"
0.89706829325405,0.896613352747084,0.88980755119117,0.8992198385928,0.890556425619715,0.908043621913847,0.869825584386326,0.899268796298924,0.894832309386443,0.895675420844959,0.895888675920021,1.00135056761528,2029,"residential water"
0.864770114738627,0.8639790090297,0.857253897733897,0.869278616783404,0.856011847657014,0.877250613128262,0.834298514664429,0.867217434649334,0.862609137600634,0.864259456122448,0.862908411659262,0.99892642498422,2030,"residential water"
0.833212557387053,0.834364910532108,0.825754812994842,0.839316551644007,0.823204588971194,0.849154038220176,0.796853352160948,0.836861926319076,0.830656495347557,0.833645333152387,0.831135742966188,0.997392171391458,2031,"residential water"
0.7986960632659,0.799883038653996,0.790707372930459,0.80659074964145,0.786956843782752,0.817872300794295,0.758081712082965,0.803619830840405,0.794688928734095,0.806163182779561,0.796379342000112,0.997409734990898,2032,"residential water"
0.772947725450404,0.774394953370642,0.76457962326564,0.782498077535414,0.763344026917139,0.796566925222744,0.730977841482604,0.77985881488945,0.76880856576329,0.783587434678503,0.771798142174311,0.998103131260463,2033,"residential water"
0.751224464091848,0.753118895331566,0.742417708591208,0.762237917298988,0.743731435366356,0.777909199363145,0.710895742676655,0.759753373967587,0.747881554187731,0.76402435860421,0.751242408734069,1.00091623443746,2034,"residential water"
0.734995547403302,0.7350218094337,0.72484230271313,0.745708269657699,0.728469016771318,0.762202472026716,0.695127911287876,0.743259160446173,0.731774846696236,0.746684530707479,0.734247818300993,1.00518235955981,2035,"residential water"
0.720892701289302,0.719661211130748,0.710118269637738,0.731757873235302,0.714060842987941,0.744763906813374,0.682075123600568,0.729712733800698,0.718358799327845,0.730913793585177,0.719259530603212,1.00984000658635,2036,"residential water"
0.709133677241732,0.709512885699768,0.697792193618284,0.71792544119121,0.701535023815511,0.732867666298568,0.670395823391774,0.717533988022592,0.706310034827351,0.717067387969447,0.7078474642267,1.01296779091999,2037,"residential water"
0.70017570904498,0.703352685012188,0.688733639100586,0.706496200748763,0.691203363045618,0.721888124603629,0.660917118878291,0.708671557914455,0.695676006735742,0.706485116921212,0.699948201556259,1.01428615860296,2038,"residential water"
0.69282670706526,0.698506193453534,0.681816608858377,0.696167665520431,0.682129118704103,0.713871555727039,0.6544674487459,0.698927053472597,0.686501507647781,0.699421103960469,0.692264913561347,1.01534692682748,2039,"residential water"
0.688114671217422,0.69523899042584,0.676447935716117,0.690216673067491,0.676696281373871,0.708687129406651,0.650030334692777,0.693635937899129,0.68067093098082,0.693994480242007,0.686732059245357,1.01728477729905,2040,"residential water"
0.68386563446842,0.691782911229087,0.671712358729052,0.683942387261976,0.671460372754115,0.70421628238049,0.644469861329653,0.68979454630602,0.676728295659509,0.689144402031392,0.682461791995544,1.01987796957472,2041,"residential water"
0.679825479496768,0.688603052345301,0.66761875100377,0.679731147651489,0.666453770763449,0.699700199128094,0.639349773199388,0.68657047370363,0.670711896247933,0.684360404805906,0.679015510263454,1.02406286304966,2042,"residential water"
0.67691576964287,0.685862574408787,0.664412010282156,0.677155444233449,0.662603903180266,0.698080121339524,0.638209117792628,0.68372601680243,0.666347500950179,0.680978300157574,0.676351970425217,1.02811419998719,2043,"residential water"
0.673369214285207,0.682017658591693,0.659883620333966,0.674278621218155,0.659384739710364,0.695723846143612,0.635961955682965,0.680553830925553,0.66388656918438,0.677417909898355,0.672957132353006,1.03270598351583,2044,"residential water"
0.669350790114171,0.677929775308298,0.654753190103647,0.670888697504743,0.657759634315804,0.692785265408035,0.632626026456819,0.676645917889479,0.661429185346879,0.673601622132961,0.668881109267221,1.03745766898104,2045,"residential water"
0.664646737009416,0.673342655953634,0.649140062874833,0.665972332475061,0.656240976872852,0.688898497891194,0.629221356333298,0.672289206851531,0.658098567656997,0.66913960339878,0.664575363631284,1.0400032931749,2046,"residential water"
0.660116086823862,0.66906190615958,0.643948408209043,0.661271939822202,0.654194958536305,0.684708381563133,0.625428189267195,0.668088599466409,0.655276190695824,0.664624808575804,0.660621297497798,1.04366091275831,2047,"residential water"
0.656339805859688,0.665404536397679,0.639054002614017,0.656645607512114,0.65162601463748,0.680213142454198,0.622159670469443,0.66423612096614,0.652444943913906,0.660045706753876,0.656729318540029,1.04806205805136,2048,"residential water"
0.652760876043965,0.662389168262064,0.634998992902402,0.652558097456316,0.648972799443632,0.676737048912778,0.61858736125426,0.660648397808872,0.649483310767031,0.65604181995016,0.652949983458202,1.05234867403972,2049,"residential water"
0.649781095445224,0.660112900064998,0.631903166013162,0.648428457265408,0.646548890878874,0.67332659224864,0.614875796285685,0.656838493032101,0.647369188992375,0.65226145540487,0.649843850753073,1.05731148860653,2050,"residential water"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825029970224671,2023,"residential cooling"
1,1,1,1,1,1,1,1,1,1,1,1,2024,"residential cooling"
0.937399731148839,0.934424637746154,0.939481436497072,0.936878577327045,0.940422027614153,0.935958562100271,0.940655380603239,0.936376365025557,0.936253303060253,0.941795292879325,0.941608764651401,1.01961210136817,2025,"residential cooling"
0.920411991568262,0.923590451038388,0.917201527487571,0.916577484219747,0.922767374490759,0.923218662855793,0.917593330571001,0.920931482207609,0.921043795842691,0.919996971483804,0.920540619050617,1.03306787708986,2026,"residential cooling"
0.916742959115614,0.917368806281055,0.910537811493212,0.912272451038117,0.918178596871153,0.923038433668458,0.897564223209109,0.916693993578964,0.916157200568484,0.91585868515488,0.91543857613503,1.04644012597438,2027,"residential cooling"
0.913698530370841,0.909531887266529,0.905077969800212,0.912436620801996,0.907814544243841,0.923433456544809,0.882923310701132,0.914865524847466,0.910313941938558,0.912798073271164,0.913103568591001,1.0581915564709,2028,"residential cooling"
0.903346896587763,0.897191866686799,0.892415880106636,0.908786620863714,0.891250909010096,0.91888863605596,0.865559292157018,0.908690534135874,0.898271916231676,0.899874209592249,0.900271519203226,1.06961285708717,2029,"residential cooling"
0.882971978006378,0.874860679509592,0.872113882227003,0.894119142811648,0.866294955102,0.902583243870253,0.840341141243947,0.889619160904014,0.877631852898505,0.881318787128642,0.877909347395222,1.08039776275355,2030,"residential cooling"
0.862922939620407,0.858705468357534,0.853006700770949,0.879378014665009,0.843348186157037,0.892169041810291,0.8089439508409,0.873518843637534,0.856227693285087,0.863710598942571,0.856710359080957,1.09392632614764,2031,"residential cooling"
0.829837047558347,0.824692548632057,0.818749395283728,0.85240397611762,0.804783522872484,0.86829237782786,0.766433377099987,0.844907257877043,0.818634320884228,0.849183185315976,0.821726802882983,1.1116288449193,2032,"residential cooling"
0.813161609831707,0.808016055645087,0.801439790845368,0.841396372876851,0.792364603280626,0.864697669653067,0.744477768912893,0.835152681664993,0.801258845535694,0.84198963638466,0.806935815888667,1.12631644261587,2033,"residential cooling"
0.79754157955612,0.79304164864946,0.785460870997293,0.831150369217387,0.781602993776136,0.859361568965028,0.730368063702083,0.826027618765092,0.788397586821829,0.834286671278022,0.793853601815998,1.14440636681328,2034,"residential cooling"
0.788771616822495,0.780449010037658,0.773244675923543,0.822607781153064,0.775363079312597,0.854606892573117,0.719011913280306,0.818042674419418,0.78007729016978,0.824240309468269,0.785013489554596,1.16332758191397,2035,"residential cooling"
0.780834870497597,0.76871626016695,0.764199973238089,0.818328258060057,0.767260903079667,0.843181678838995,0.712844806409709,0.813996097017465,0.77404557914548,0.814104244325544,0.776398443218583,1.18382307902196,2036,"residential cooling"
0.774474857643434,0.766939705342049,0.757142239560281,0.809076736403843,0.760031623468367,0.84510659239688,0.705848588227113,0.808435807540088,0.766238383226585,0.804314236536168,0.773240525526878,1.20257684270146,2037,"residential cooling"
0.772758637573904,0.771285640639741,0.757018311323377,0.802601699877099,0.754676540563765,0.838884570612191,0.699933712242003,0.809717463727896,0.75651086563838,0.799665299582386,0.777070760809233,1.21861399543864,2038,"residential cooling"
0.773370074405197,0.777367810620408,0.761683118380287,0.794451638015134,0.748996745054512,0.836809877547023,0.702218191648565,0.802206094429466,0.746425782262597,0.804317939884777,0.77735343044496,1.23445664996925,2039,"residential cooling"
0.78145289076718,0.78887674256042,0.769502537235083,0.799538431977143,0.753603219305296,0.843741706062655,0.710106475997125,0.80900936411338,0.746100722455707,0.811747680160709,0.782481806485273,1.25226576489502,2040,"residential cooling"
0.79063267253443,0.800163913719834,0.778921083239838,0.801146801919511,0.756328088957261,0.854264950895776,0.711665534439391,0.821096842599865,0.753933017929311,0.819360530451195,0.791585249993931,1.27131187250464,2041,"residential cooling"
0.79804850430454,0.810489161493277,0.788383683468344,0.808321720071214,0.754989729780673,0.861351496704645,0.711636320095395,0.833051423831564,0.749621243604757,0.823325993845035,0.801553572067796,1.29370342881644,2042,"residential cooling"
0.808026527964594,0.819667753801922,0.798988811462333,0.818911698474044,0.754491754810294,0.877586113958339,0.726007308523635,0.843624778796017,0.750304692135445,0.830547112149329,0.812277325657228,1.31529909369404,2043,"residential cooling"
0.816632727670726,0.825115910122289,0.805422375016726,0.829559691755839,0.758612189028006,0.891351426752677,0.737947334355698,0.85450466148436,0.762982436072257,0.838630287713153,0.821198494568176,1.33837676331119,2044,"residential cooling"
0.82420861928429,0.830558717852401,0.810177760851441,0.839864944653394,0.772454658555848,0.903641575993143,0.746700116404759,0.862992805033144,0.778226506611058,0.847093673734165,0.827979274185021,1.36309235443062,2045,"residential cooling"
0.82987737111788,0.834682480939476,0.813739565427728,0.844747246453378,0.789383749800913,0.913067809380065,0.757018128940593,0.871044403729517,0.791016581341896,0.85421727052509,0.834283177371288,1.38646276572472,2046,"residential cooling"
0.836270301163499,0.839981288162706,0.819348862104104,0.851505774126269,0.805624730177818,0.921768599713855,0.767307338602065,0.880034100694975,0.806662656224155,0.860920331507308,0.841980267437569,1.41185373098472,2047,"residential cooling"
0.84488020405367,0.846664968832119,0.824821878892057,0.857570180516793,0.820117448014088,0.928275367155247,0.781148765611672,0.889833524587432,0.820913031277337,0.866262617617323,0.849083216377229,1.43794950365171,2048,"residential cooling"
0.852942858635887,0.855041684032442,0.833135363807603,0.864955762626157,0.83424141744254,0.93896690819298,0.793321271786803,0.900405645212058,0.833116763951443,0.873619936853791,0.855908844597122,1.46255293016122,2049,"residential cooling"
0.861804166575802,0.865424120578619,0.844746739678651,0.870020338123881,0.848591327580694,0.947809248390796,0.803263201077392,0.908232182613172,0.847520616609651,0.880284318417205,0.865548414066991,1.48908184914099,2050,"residential cooling"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05692179934193,2023,"services heating"
1,1,1,1,1,1,1,1,1,1,1,1,2024,"services heating"
1.08894194546973,1.08855258820294,1.09031185554316,1.08832562362788,1.08982591936579,1.09339905619295,1.07825736695399,1.0892514573229,1.08870477337618,1.09047405872921,1.09026349039311,1.01543722907124,2025,"services heating"
1.09002550909691,1.09187598629092,1.09013191356348,1.08841047427611,1.08919876871698,1.09969224107116,1.06910999666446,1.09066854962115,1.09020576452775,1.0902243796059,1.0905175545665,1.02668732054556,2026,"services heating"
1.08873127963403,1.09182868333941,1.08786532732616,1.08703823448233,1.08464095381518,1.10006090808146,1.058917588816,1.08881989273791,1.08831416456773,1.08860731715881,1.08865084121574,1.03277485135707,2027,"services heating"
1.08383768782542,1.08833606747644,1.08238124195077,1.08333991657328,1.07479917524325,1.09540868152291,1.04819510358697,1.08385129210924,1.08272909255381,1.08369712361847,1.08401673019896,1.0356961207161,2028,"services heating"
1.07496436480105,1.08142691060035,1.07298817308175,1.07735306939905,1.06251072886024,1.08871805800263,1.0335192261553,1.07581346266942,1.07383433017416,1.07469209492488,1.07528833357797,1.03433480101324,2029,"services heating"
1.06213959439999,1.06966700672775,1.06027714966052,1.06644000815346,1.04672126030946,1.07829346186613,1.01227126697759,1.06292991878784,1.06123000324288,1.06248854011836,1.0622481607168,1.03124944604061,2030,"services heating"
1.05076558988141,1.05952076745869,1.04926411532672,1.05574980177133,1.03285225774234,1.07068946095129,0.989749561601136,1.05198573349887,1.04933228325722,1.0517503871977,1.05091914176049,1.02838953833763,2031,"services heating"
1.03413908138967,1.04281112175292,1.03335753691127,1.04049326510171,1.0142084246912,1.05846785696695,0.964722789523681,1.03602662143935,1.03176659051177,1.04133164799925,1.03507255946004,1.02500646570043,2032,"services heating"
1.01864197585048,1.02674421099652,1.01811318399287,1.02741163585223,1.00023993632909,1.04883765045979,0.945976971136872,1.02195469010737,1.01558143901065,1.03002488988761,1.02121655289046,1.01926165110126,2033,"services heating"
1.00465220387186,1.01277521052252,1.00428593512043,1.01649516107481,0.987847127396437,1.03981408649338,0.932453902286306,1.00913258931924,1.00138395480446,1.01838457607216,1.00863428071799,1.01296458159759,2034,"services heating"
0.995126889592084,1.0018253087371,0.994218449563336,1.0086513525876,0.978252112610117,1.03264458598353,0.922595048189739,0.999463592041266,0.991453420752983,1.00756888608,0.998623372050893,1.00603935054823,2035,"services heating"
0.987775529700225,0.994344615168545,0.986799865994428,1.00213150680122,0.968799011384296,1.0234103551541,0.914004088471719,0.992641945736971,0.984603380887477,0.997966480577695,0.990846375050411,0.999192753324779,2036,"services heating"
0.981791059478475,0.99092027160672,0.981022216738896,0.994145792919555,0.960114486692312,1.0173141828052,0.906372339616238,0.986454723754778,0.97836241767834,0.989339384150837,0.985249648528305,0.991614361536514,2037,"services heating"
0.977561650235219,0.990140992055055,0.976885501796738,0.986892037790723,0.95279642865503,1.01123410306389,0.900663889002674,0.981937193455043,0.973302546272027,0.982900393634743,0.981503543000483,0.982250572822423,2038,"services heating"
0.973679449498961,0.98907106756422,0.97333981579598,0.979824076322671,0.946001646392372,1.00645264798981,0.896598824564381,0.976134722272341,0.969233582604498,0.978347650870561,0.976863092570549,0.973144503063765,2039,"services heating"
0.970567251898309,0.987548107589344,0.969245038550984,0.975273350752099,0.942056351875405,1.00271770006403,0.892942412237326,0.972556393543989,0.966659270619732,0.973947056322149,0.972506940438287,0.963967526502554,2040,"services heating"
0.966408552252686,0.984702615609389,0.964310532067465,0.969082179315753,0.938335388072629,0.997966967240815,0.887634811308057,0.968750822898573,0.96392695956638,0.969351887613185,0.968052771225696,0.954948272123945,2041,"services heating"
0.961099968253829,0.980938861179004,0.958713312439258,0.963886783877597,0.934734392434398,0.992344307678953,0.882196032075777,0.964196719328924,0.957862526180787,0.963901372845055,0.963151429562049,0.946599905184878,2042,"services heating"
0.955805038522101,0.976911770729909,0.953041970369554,0.959792983924216,0.932083388603219,0.989095063909596,0.880248351249656,0.958952600066905,0.952266725835042,0.958913154578686,0.958145243757751,0.938964697048414,2043,"services heating"
0.950791484223713,0.972655480412677,0.94660745974103,0.956176590778978,0.930577446765346,0.986555357838636,0.877481415594321,0.954281949677131,0.948428421301591,0.954404788377437,0.95324780327143,0.932202642551081,2044,"services heating"
0.945759886786619,0.968407480303441,0.9402329297724,0.952036464322253,0.930432607152053,0.984067343173881,0.873753806121394,0.949449889256139,0.944531598594589,0.949758415942012,0.948231864523815,0.924652431671523,2045,"services heating"
0.940217229636977,0.963827871874348,0.933715519044835,0.946215417265254,0.930041979104082,0.980415296559937,0.869586334829449,0.944064353350453,0.939794064794248,0.944577086478705,0.943765504132078,0.915620904961704,2046,"services heating"
0.935490414948301,0.960169939510741,0.928190958915199,0.940670866286107,0.928847661888748,0.976498453402879,0.864761021415711,0.939377610721917,0.935846038685389,0.94017064007584,0.940319789258401,0.90759843659591,2047,"services heating"
0.932003700306392,0.957714574965913,0.923815296628746,0.935712955133513,0.926655072995264,0.972503585481737,0.860098096012765,0.935277503342797,0.932609008385167,0.935683243019713,0.937114972084638,0.900469121223815,2048,"services heating"
0.929032434248608,0.956338888097797,0.920482712647288,0.931451404473287,0.923923602712256,0.969434286324551,0.854799760465493,0.931195926420433,0.929543143742579,0.931666920247026,0.933907716675046,0.893226627686107,2049,"services heating"
0.926481036905046,0.954981244623556,0.917738231721382,0.926728539369238,0.92061911375713,0.966118233850946,0.848928921841139,0.926432136103279,0.927196077331766,0.927690585146433,0.930594154183305,0.885366881341557,2050,"services heating"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986245048142331,2023,"services water"
1,1,1,1,1,1,1,1,1,1,1,1,2024,"services water"
1.01854364841793,1.01731382866672,1.0204957197115,1.01872124350034,1.01958571076926,1.02180613516522,1.0119578713969,1.01847195615155,1.01809981840315,1.0206566399035,1.0204751821014,1.02186692346577,2025,"services water"
1.02194948890219,1.0240593034111,1.02191693956601,1.02138208587869,1.02120011265332,1.030274472586,1.00650997782705,1.02252731658862,1.02224616906024,1.02193382158925,1.02230672860516,1.03974986087549,2026,"services water"
1.02665247566465,1.02976923025751,1.02522055514045,1.02624477532512,1.0229808334128,1.03704648161535,1.00090687361419,1.02671571235987,1.02623287413054,1.02631526431674,1.02626473164296,1.05363981226066,2027,"services water"
1.02979666954921,1.03379611458881,1.02733575598475,1.03094116212291,1.02060136470181,1.04104227738184,0.996733924611973,1.03008372357031,1.02826613806239,1.02942396001712,1.02981252148076,1.0650067724763,2028,"services water"
1.02908933679239,1.03489375101171,1.02571055449746,1.03373948135747,1.01578255248469,1.04312443732898,0.989529933481153,1.03090189087555,1.02723065904802,1.02804478118286,1.02873488031753,1.07330024344915,2029,"services water"
1.02297611920442,1.02963840086569,1.01981504187166,1.03007860571859,1.00595199815497,1.0395876480684,0.975011086474501,1.0249840357599,1.02122842844441,1.02290279450014,1.02212046963868,1.08067421764024,2030,"services water"
1.01740393356837,1.02627009838814,1.01490174515156,1.02604742951539,0.997307851803229,1.03911977187155,0.957882483370288,1.02058278345395,1.01486921257032,1.01860561028663,1.01650165748306,1.08813969151108,2031,"services water"
1.00488702631987,1.01350868906732,1.00282913655905,1.01573444793064,0.981704923703988,1.03214154252795,0.936370288248337,1.00942777068256,1.00066740724481,1.01488714902449,1.00430391254698,1.09515366696217,2032,"services water"
0.9963790771414,1.00474533726265,0.994563446047967,1.01027085158043,0.975304973377892,1.03132996580734,0.924115299334812,1.0034300943664,0.991574260696809,1.01180949593453,0.997711675554619,1.09984415054547,2033,"services water"
0.989483137098384,0.998183910645743,0.987953997707424,1.00679623490803,0.970734530681397,1.0309020032197,0.917742793791574,0.998787161203349,0.985011053239586,1.00839037412998,0.992625031874674,1.10385213651752,2034,"services water"
0.986777977338744,0.992578203823323,0.984275676742325,1.00528620685832,0.968417154350569,1.03106830992474,0.9140022172949,0.996046633319143,0.982141867276868,1.00431935750666,0.988655941993636,1.10735462425882,2035,"services water"
0.986177077097053,0.990673416576306,0.983630473969061,1.00581394059669,0.965942329484345,1.02695277333061,0.912064301552106,0.996401394210302,0.982399074055597,1.00132818026,0.986826612858521,1.11117811087661,2036,"services water"
0.987088405507883,0.994718040486153,0.984650382132983,1.0043460425513,0.96419487249995,1.02845396852147,0.910687361419069,0.99702887753654,0.982929008711771,0.999101981627209,0.988241294056343,1.11428010001965,2037,"services water"
0.990416638949866,1.00332617097849,0.988377481314617,1.00417530516536,0.964106169099727,1.03013255753103,0.911210643015521,1.00039023698028,0.984195086907066,0.999944566767112,0.992973158752508,1.11549059578291,2038,"services water"
0.994463291868999,1.01215604620273,0.993454850217617,1.00398239409293,0.964365626545379,1.03420818051595,0.914529933481153,1.00118623172981,0.986436777021679,1.00409984190442,0.996305863831391,1.11734158930444,2039,"services water"
1.00045233818932,1.02100366100552,0.9985388706956,1.00826856769072,0.968829625161607,1.04012648179274,0.919226164079823,1.00635687171846,0.991809294477371,1.00881388402924,1.00067629743783,1.11884158405446,2040,"services water"
1.00578505066631,1.02848754570713,1.00319940756639,1.0106478042507,0.973333540307934,1.04539286078577,0.921689578713969,1.01220599191145,0.998596449216074,1.01346805826255,1.00575407164318,1.12055907804323,2041,"services water"
1.00970753231779,1.03479618332967,1.00717261502236,1.01478319678038,0.977424984643224,1.04917356654707,0.923851441241685,1.01734780757769,1.00056319415342,1.01676079229611,1.01045045844097,1.12297706958026,2042,"services water"
1.01404243996541,1.04070124554016,1.01113917090335,1.02052839894897,0.982651832501369,1.0565065835281,0.931410199556541,1.0216714559387,1.00364080629891,1.0208140702849,1.01519562734902,1.1265380571168,2043,"services water"
1.01854364841793,1.04593885610763,1.01386853383767,1.02668381431755,0.989770280369272,1.06413230031,0.937807095343681,1.02663145664822,1.01009536606511,1.02554363371494,1.01987205782897,1.13133654032211,2044,"services water"
1.02286081731302,1.05129177393568,1.01640056671419,1.0321673669856,0.999427863068561,1.07153183997304,0.94290022172949,1.03108370583227,1.01668296382032,1.03022885055866,1.02415379668947,1.1349050278324,2045,"services water"
1.02649947892414,1.05626550827219,1.01863549590817,1.03535594310232,1.00936042630854,1.07749448970451,0.947884700665188,1.03501489995743,1.02207765427418,1.03428212854745,1.02892557402131,1.1350280274019,2046,"services water"
1.03108272910708,1.06232800924232,1.02210540085717,1.03908333980066,1.01841704347132,1.08315556994417,0.952148558758315,1.03978199943238,1.02855438703855,1.03912034111394,1.0348304267326,1.13719401982093,2047,"services water"
