"reference case","high economic growth","low economic growth","high oil price","low oil price","high oil and gas supply","low oil and gas supply","high zero-carbon technology cost","low zero-carbon technology cost","alternative electricity","alternative transportation","aeo2023 reference case","year","feature"
1.03718929466285,1.06980302415465,1.02679476121954,1.04333625286872,1.02637595605634,1.08851508069201,0.956931263858093,1.04524309990067,1.03555440255965,1.04374790739546,1.0409503642028,1.14157700448048,2048,"services water"
1.04354198540988,1.07830471717568,1.03269914261198,1.04828985442975,1.03362967660958,1.09515847920279,0.960716186252772,1.05061329289059,1.04231494970055,1.04891206737133,1.04688847744382,1.1465404871083,2049,"services water"
1.05042683873257,1.0870392421652,1.03953917888524,1.0525560717097,1.04034452400647,1.10134287120765,0.963709534368071,1.0549879381297,1.04997793786682,1.05399418616253,1.05292858964267,1.15069547256585,2050,"services water"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865045215869311,2023,"services cooling"
1,1,1,1,1,1,1,1,1,1,1,1,2024,"services cooling"
0.952388534109923,0.948035647589184,0.955884928659417,0.952312201476335,0.95510351512028,0.950744071528137,0.956157802672117,0.951160099607692,0.951051628283308,0.956756322517891,0.956578217970818,1.01377182655443,2025,"services cooling"
0.936098534630994,0.938518621464412,0.935158741302268,0.933578665508757,0.937608623738589,0.938661322610482,0.934648862204551,0.936469340095425,0.936543341038471,0.935479341809676,0.936124728437464,1.02060304321554,2026,"services cooling"
0.939498526525437,0.941252558768433,0.93587091675219,0.936230279345781,0.939636146216148,0.944946957492173,0.921978706727913,0.939236702872514,0.938710139662257,0.93840321684152,0.938010649738243,1.02570675841807,2027,"services cooling"
0.944635423602225,0.943578975102857,0.939089457632074,0.944078014184397,0.936936884767088,0.953222862486086,0.914987577356557,0.945760702724883,0.941216359980952,0.943451243660112,0.944113479488616,1.03019188093849,2028,"services cooling"
0.942369486049756,0.940700270136458,0.934720869201452,0.948315240990013,0.928422158989322,0.956848049028676,0.905198548797866,0.947904250984751,0.937291660937267,0.938456049236898,0.939419663081535,1.03462491144357,2029,"services cooling"
0.927641253813954,0.92452103618902,0.920754558574259,0.939292951223042,0.908644223732509,0.946609375836818,0.88494236660585,0.934661580624408,0.922297038129577,0.925954312281433,0.922981897760776,1.03916212597933,2030,"services cooling"
0.913685220673803,0.914927283203187,0.908578819149413,0.931069619337097,0.890945204775427,0.943437247145229,0.858636613977482,0.925266731363903,0.906497645759545,0.915380595891521,0.90840400110579,1.04795786276879,2031,"services cooling"
0.885124709792092,0.884859763565454,0.879090847242708,0.909101172383847,0.855977137711556,0.925095641525575,0.820117372811744,0.901625463790172,0.873009244717976,0.907380468514787,0.87809031290662,1.06019753292215,2032,"services cooling"
0.868342587178166,0.868098563615254,0.862196221706587,0.898912288319583,0.84404653240091,0.922682710414975,0.798444148041145,0.892596074310638,0.85548741389617,0.901259147965446,0.863853271559641,1.06623109059843,2033,"services cooling"
0.853038281390219,0.853801309278739,0.847137763971739,0.890026052974381,0.834047176633328,0.918842574700265,0.785045930851507,0.884531353916318,0.842995392838998,0.89429323282151,0.851770638390874,1.07442516461077,2034,"services cooling"
0.844028085756798,0.840982132775109,0.835022096256592,0.881618902880301,0.827609195585343,0.914273638257189,0.773134233302527,0.87664972525385,0.834639395206989,0.883733991060469,0.843600966263285,1.08219273524754,2035,"services cooling"
0.835236450692157,0.828386622309855,0.825667555920972,0.877008250108554,0.818145493739002,0.901477287037479,0.765839865503987,0.872186050146871,0.827817670481603,0.872465492484773,0.834736557202179,1.08911967098683,2036,"services cooling"
0.826936938762513,0.826087711831282,0.817200339875601,0.865797510493559,0.808644151346844,0.902257472921471,0.756867192424684,0.864871065065591,0.817877463702143,0.860361084091804,0.830468267166877,1.09405994749125,2037,"services cooling"
0.823447206766982,0.830171607586984,0.815949690305005,0.857285424808221,0.801021216962278,0.893888929900515,0.748523431501045,0.864376789757863,0.805349256963211,0.853712887051576,0.833609057053823,1.09563768440573,2038,"services cooling"
0.822094591856231,0.835923950651599,0.819564849220009,0.846796931538573,0.792562952003237,0.889981486869284,0.74912846091662,0.853900758491874,0.791991674398341,0.857020339748489,0.832530043753953,1.09695300779297,2039,"services cooling"
0.82864127697269,0.847369282039255,0.826164775975948,0.850921985815603,0.795580710378439,0.895604180869958,0.755804772350445,0.859135155711196,0.789402950725233,0.86291585608745,0.836395241630953,1.09936877500417,2040,"services cooling"
0.836548537815321,0.858822575648342,0.834623306954856,0.850915472572008,0.796828639243599,0.905141555247727,0.755594170006029,0.870291448747703,0.796201516614294,0.869100141272378,0.844687216406213,1.10378096870312,2041,"services cooling"
0.842185518842526,0.869148129167499,0.84273226400865,0.856765812708062,0.793391044011208,0.910374880040992,0.753134971496312,0.881148860814823,0.78930090710267,0.870969539591005,0.853730375490839,1.11144240185864,2042,"services cooling"
0.851033603325594,0.878667326807207,0.852367621493224,0.866599363149515,0.790831486895661,0.92598728253585,0.766932681792885,0.890832459486431,0.788083620768265,0.876688465457746,0.864056626849556,1.11847612622937,2043,"services cooling"
0.858659340786586,0.884179355552274,0.857730650033799,0.876775220726589,0.793623401995962,0.939280839416323,0.778077236781446,0.901144214771667,0.80045622907563,0.88376076912388,0.872630838504058,1.12678284922487,2044,"services cooling"
0.865488272995177,0.890056198806535,0.861792366116082,0.886869300911854,0.80727461456443,0.951469253583572,0.786202434447306,0.909156106326362,0.815499340696878,0.891595162000046,0.879195378841497,1.1367578190115,2045,"services cooling"
0.870460887790135,0.894769110055272,0.864808255445175,0.891125343754523,0.8249475746821,0.960718581596008,0.796313518137494,0.917050761278053,0.827764839386233,0.89834106278515,0.885486366511364,1.1453315135856,2046,"services cooling"
0.876779604101412,0.901304646173356,0.870348604092693,0.897841221595021,0.84199439879724,0.969425832403334,0.806849425113497,0.926250939882952,0.843357973370233,0.904890832349059,0.893675578115208,1.15687575533422,2047,"services cooling"
0.886009807724596,0.90985100512188,0.876172664911318,0.904332754378347,0.857639836437351,0.976383816715664,0.822033058054599,0.936719734321594,0.858170944055489,0.910271051900229,0.901730908122488,1.16884324470745,2048,"services cooling"
0.894883945785399,0.920594213346999,0.885512730136167,0.912650890143291,0.873050744522758,0.988204573713091,0.835358903304575,0.94828997388229,0.87087863177595,0.918240058824892,0.909669724956543,1.18033604559093,2049,"services cooling"
0.904939903080691,0.933759384563714,0.898852268466984,0.9187494572297,0.88880910380032,0.998257970850866,0.846383320873298,0.957075482280267,0.885905821697224,0.925869635702541,0.921145186992788,1.19392685239207,2050,"services cooling"
